,name,mana_cost,cmc,oracle_text,prices,set,rarity
6624,The Three Seasons,{G}{U},2.0,(As this Saga enters and after your draw step  add a lore counter. Sacrifice after III.) I — Mill three cards. II — Return up to two target snow permanent cards from your graveyard to your hand. III — Choose three cards in each graveyard. Their owners shuffle those cards into their libraries.,0.05,khm,1
6625,Talent of the Telepath,{2}{U}{U},4.0,Target opponent reveals the top seven cards of their library. You may cast an instant or sorcery spell from among them without paying its mana cost. Then that player puts the rest into their graveyard. Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard  you may cast up to two instant and/or sorcery spells from among the revealed cards instead of one.,0.89,ori,2
6626,Mana Reflection,{4}{G}{G},6.0,If you tap a permanent for mana  it produces twice as much of that mana instead.,11.8,2xm,2
6627,Choose Your Weapon,{2}{G},3.0,Choose one — • Two-Weapon Fighting — Double target creature's power and toughness until end of turn. • Archery — This spell deals 5 damage to target creature with flying.,0.07,afr,1
6628,Rite of Belzenlok,{2}{B}{B},4.0,"(As this Saga enters and after your draw step  add a lore counter. Sacrifice after III.) I  II — Create two 0/1 black Cleric creature tokens. III — Create a 6/6 black Demon creature token with flying  trample  and ""At the beginning of your upkeep  sacrifice another creature. If you can't  this creature deals 6 damage to you.""",0.13,dom,2
6629,Screams from Within,{1}{B}{B},3.0,Enchant creature Enchanted creature gets -1/-1. When enchanted creature dies  return This Card from your graveyard to the battlefield.,0.21,dst,1
6630,Glyph of Doom,{B},1.0,Choose target Wall creature. At this turn's next end of combat  destroy all creatures that were blocked by that creature this turn.,0.27,leg,0
6631,Olivia's Midnight Ambush,{1}{B},2.0,Target creature gets -2/-2 until end of turn. If it's night  that creature gets -13/-13 until end of turn instead.,0.02,mid,0
6632,Struggle for Skemfar,{3}{G},4.0,Put a +1/+1 counter on target creature you control. Then that creature fights up to one target creature you don't control. (Each deals damage equal to its power to the other.) Foretell {G} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),0.01,khm,0
6633,Tortoise Formation,{3}{U},4.0,Creatures you control gain shroud until end of turn. (They can't be the targets of spells or abilities.),0.05,ala,0
6634,Aether Flash,{2}{R}{R},4.0,Whenever a creature enters the battlefield  This Card deals 2 damage to it.,0.69,7ed,1
6635,The Explorer,_,0.0,You may play an additional land on each of your turns.,0.25,thp2,0
6636,Boneyard Parley,{5}{B}{B},7.0,Exile up to five target creature cards from graveyards. An opponent separates those cards into two piles. Put all cards from the pile of your choice onto the battlefield under your control and the rest into their owners' graveyards.,0.24,c19,3
6637,Concentrate,{2}{U}{U},4.0,Draw three cards.,0.16,ddt,1
6638,Engulf the Shore,{3}{U},4.0,Return to their owners' hands all creatures with toughness less than or equal to the number of Islands you control.,0.49,gn2,2
6639,Academy Ruins,_,0.0,{T}: Add {C}. {1}{U}  {T}: Put target artifact card from your graveyard on top of your library.,5.0,phed,2
6640,Cryptic Command,{1}{U}{U}{U},4.0,Choose two — • Counter target spell. • Return target permanent to its owner's hand. • Tap all creatures your opponents control. • Draw a card.,7.5,ima,2
6641,Momentary Blink,{1}{W},2.0,Exile target creature you control  then return it to the battlefield under its owner's control. Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.05,2x2,0
6642,Tournament Grounds,_,0.0,{T}: Add {C}. {T}: Add {R}  {W}  or {B}. Spend this mana only to cast a Knight or Equipment spell.,0.09,eld,1
6643,"Borrowing 100,000 Arrows",{2}{U},3.0,Draw a card for each tapped creature target opponent controls.,0.15,a25,0
6644,Irenicus's Vile Duplication,{3}{U},4.0,Create a token that's a copy of target creature you control  except the token has flying and it isn't legendary.,4.55,clb,1
6645,Rustvale Bridge,_,0.0,This Card enters the battlefield tapped. Indestructible {T}: Add {R} or {W}.,0.16,mh2,0
6647,Spoils of Evil,{2}{B},3.0,For each artifact or creature card in target opponent's graveyard  add {C} and you gain 1 life.,6.57,ice,2
6648,Prosperous Partnership,{1}{R}{W},3.0,When This Card enters the battlefield  create two 1/1 green and white Citizen creature tokens. Tap three untapped creatures you control: Create a Treasure token.,0.31,ncc,2
6649,Rise to Glory,{3}{W}{B},5.0,Choose one or both — • Return target creature card from your graveyard to the battlefield. • Return target Aura card from your graveyard to the battlefield.,0.05,thb,1
6650,Ravaging Blaze,{X}{R}{R},2.0,This Card deals X damage to target creature. Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard  This Card also deals X damage to that creature's controller.,0.08,ori,1
6651,Crawling Infestation,{2}{G},3.0,At the beginning of your upkeep  you may mill two cards. (You may put the top two cards of your library into your graveyard.) Whenever one or more creature cards are put into your graveyard from anywhere during your turn  create a 1/1 green Insect creature token. This ability triggers only once each turn.,0.08,vow,1
6652,Shower of Sparks,{R},1.0,This Card deals 1 damage to target creature and 1 damage to target player or planeswalker.,0.1,ddl,0
6653,Dogpile,{3}{R},4.0,This Card deals damage to any target equal to the number of attacking creatures you control.,0.1,rav,0
6654,Roar of Reclamation,{5}{W}{W},7.0,Each player returns all artifact cards from their graveyard to the battlefield.,0.53,5dn,2
6655,The Provider,_,0.0,Exile This Card: Put two +1/+1 counters on target creature you control. You gain life equal to that creature's toughness.,0.38,thp2,0
6656,Shield of the Avatar,{1},1.0,If a source would deal damage to equipped creature  prevent X of that damage  where X is the number of creatures you control. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),0.21,m15,2
6657,Blow Your House Down,{2}{R},3.0,Up to three target creatures can't block this turn. Destroy any of them that are Walls.,0.01,eld,0
6658,"Mikokoro, Center of the Sea",_,0.0,{T}: Add {C}. {2}  {T}: Each player draws a card.,0.88,dmc,2
6659,Knollspine Invocation,{1}{R}{R},3.0,{X}  Discard a card with mana value X: This Card deals X damage to any target.,0.22,shm,2
6660,Wash Away,{U},1.0,Cleave {1}{U}{U} (You may cast this spell for its cleave cost. If you do  remove the words in square brackets.) Counter target spell [that wasn't cast from its owner's hand].,0.33,vow,1
6662,Poison the Well,{2}{B/R}{B/R},4.0,Destroy target land. This Card deals 2 damage to that land's controller.,0.13,shm,0
6663,Dispense Justice,{2}{W},3.0,Target player sacrifices an attacking creature. Metalcraft — That player sacrifices two attacking creatures instead if you control three or more artifacts.,0.11,som,1
6664,Aggressive Sabotage,{2}{B},3.0,Kicker {R} (You may pay an additional {R} as you cast this spell.) Target player discards two cards. If this spell was kicked  it deals 3 damage to that player.,0.01,dmu,0
6665,Domri's Ambush,{R}{G},2.0,Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature or planeswalker you don't control.,0.1,war,1
6666,Spirit Summoning,{1}{R/W}{R/W},3.0,Create a 3/2 red and white Spirit creature token.,0.01,stx,0
6667,Heretic's Punishment,{4}{R},5.0,{3}{R}: Choose any target  then mill three cards. This Card deals damage to that permanent or player equal to the highest mana value among the milled cards.,0.17,isd,2
6668,Contradict,{3}{U}{U},5.0,Counter target spell. Draw a card.,0.07,dtk,0
6669,Kenrith's Transformation,{1}{G},2.0,Enchant creature When This Card enters the battlefield  draw a card. Enchanted creature loses all abilities and is a green Elk creature with base power and toughness 3/3. (It loses all other card types and creature types.),0.97,afc,1
6670,Stonespeaker Crystal,{4},4.0,{T}: Add {C}{C}. {2}  {T}  Sacrifice This Card: Exile any number of target players' graveyards. Draw a card.,0.21,clb,1
6671,Dual Strike,{R}{R},2.0,When you cast your next instant or sorcery spell with mana value 4 or less this turn  copy that spell. You may choose new targets for the copy. Foretell {R} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),0.18,khm,1
6672,Siegecraft,{3}{W},4.0,Enchant creature Enchanted creature gets +2/+4.,0.06,ktk,0
6673,Wintermoon Mesa,_,0.0,This Card enters the battlefield tapped. {T}: Add {C}. {2}  {T}  Sacrifice This Card: Tap two target lands.,0.3,pcy,2
6674,Glaciers,{2}{W}{U},4.0,At the beginning of your upkeep  sacrifice This Card unless you pay {W}{U}. All Mountains are Plains.,0.28,ice,2
6675,Liliana's Caress,{1}{B},2.0,Whenever an opponent discards a card  that player loses 2 life.,4.53,m11,1
6676,Cloud Cover,{2}{W}{U},4.0,Whenever another permanent you control becomes the target of a spell or ability an opponent controls  you may return that permanent to its owner's hand.,3.75,pls,2
6677,Opaline Bracers,{4},4.0,Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.) Equipped creature gets +X/+X  where X is the number of charge counters on This Card. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),0.09,5dn,0
6678,All That Glitters,{1}{W},2.0,Enchant creature Enchanted creature gets +1/+1 for each artifact and/or enchantment you control.,1.09,eld,1
6679,Innistrad Checklist,_,0.0,(You can mark this card to represent a double-faced card in your library or hand.) ☐ Cloistered Youth {1}{W} ☐ Thraben Sentry {3}{W} ☐ Civilized Scholar {2}{U} ☐ Delver of Secrets {U} ☐ Ludevic's Test Subject {1}{U} ☐ Bloodline Keeper {2}{B}{B} ☐ Screeching Bat {2}{B} ☐ Hanweir Watchkeep {2}{R} ☐ Instigator Gang {3}{R} ☐ Kruin Outlaw {1}{R}{R} ☐ Reckless Waif {R} ☐ Tormented Pariah {3}{R} ☐ Village Ironsmith {1}{R} ☐ Daybreak Ranger {2}{G} ☐ Garruk Relentless {3}{G} ☐ Gatstaf Shepherd {1}{G} ☐ Grizzled Outcasts {4}{G} ☐ Mayor of Avabruck {1}{G} ☐ Ulvenwald Mystics {2}{G}{G} ☐ Villagers of Estwald {2}{G},0.14,tisd,0
6680,Foul-Tongue Shriek,{B},1.0,Target opponent loses 1 life for each attacking creature you control. You gain that much life.,0.21,dtk,0
6681,Decimate,{2}{R}{G},4.0,Destroy target artifact  target creature  target enchantment  and target land.,1.61,nec,2
6682,Aerial Assault,{2}{W},3.0,Destroy target tapped creature. You gain 1 life for each creature you control with flying.,0.04,jmp,0
6683,The Blackstaff of Waterdeep,{U},1.0,You may choose not to untap This Card during your untap step. Animate Walking Statue — {1}{U}  {T}: Another target nontoken artifact you control becomes a 4/4 artifact creature for as long as This Card remains tapped. Activate only as a sorcery.,0.2,afr,2
6684,Unyaro Bee Sting,{3}{G},4.0,This Card deals 2 damage to any target.,0.22,mir,1
6685,Strata Scythe,{3},3.0,Imprint — When This Card enters the battlefield  search your library for a land card  exile it  then shuffle. Equipped creature gets +1/+1 for each land on the battlefield with the same name as the exiled card. Equip {3},0.31,c14,2
6686,Persuasion,{3}{U}{U},5.0,Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.) You control enchanted creature.,0.16,10e,1
6687,Hidden Strings,{1}{U},2.0,You may tap or untap target permanent  then you may tap or untap another target permanent. Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player  its controller may cast a copy of the encoded card without paying its mana cost.),0.23,dgm,0
6688,Toils of Night and Day,{2}{U},3.0,You may tap or untap target permanent  then you may tap or untap another target permanent.,0.11,bok,0
6689,Mask of Riddles,{U}{B},2.0,Equipped creature has fear. (It can't be blocked except by artifact creatures and/or black creatures.) Whenever equipped creature deals combat damage to a player  you may draw a card. Equip {2},0.1,ncc,1
6690,"Kaya, Ghost Haunter",{2}{W}{B},4.0,"0: Exile This Card haunting target creature for as long as that creature remains on the battlefield. −1: You get an emblem with  ""At the beginning of your upkeep  this emblem deals 3 damage to the owner of target haunted creature."" −2: You get an emblem with  ""At the beginning of your upkeep  gain control of target haunted creature for as long as it remains haunted.""",0.56,plist,2
6691,Magmaquake,{X}{R}{R},2.0,This Card deals X damage to each creature without flying and each planeswalker.,0.15,afc,2
6692,Samite Blessing,{W},1.0,"Enchant creature Enchanted creature has ""{T}: The next time a source of your choice would deal damage to target creature this turn  prevent that damage.""",0.11,sth,0
6693,Tanglesap,{1}{G},2.0,Prevent all combat damage that would be dealt this turn by creatures without trample.,0.08,zen,0
6694,Dramatic Rescue,{W}{U},2.0,Return target creature to its owner's hand. You gain 2 life.,0.04,rtr,0
6695,Tranquil Expanse,_,0.0,This Card enters the battlefield tapped. {T}: Add {G} or {W}.,0.1,c18,1
6696,Fateful End,{2}{R},3.0,This Card deals 3 damage to any target. Scry 1.,0.04,thb,1
6697,Gild,{3}{B},4.0,"Exile target creature. Create a Gold token. (It's an artifact with ""Sacrifice this artifact: Add one mana of any color."")",0.14,c15,2
6698,"Nahiri, the Lithomancer",{3}{W}{W},5.0,"+2: Create a 1/1 white Kor Soldier creature token. You may attach an Equipment you control to it. −2: You may put an Equipment card from your hand or graveyard onto the battlefield. −10: Create a colorless Equipment artifact token named Stoneforged Blade. It has indestructible  ""Equipped creature gets +5/+5 and has double strike "" and equip {0}. This Card can be your commander.",4.91,c14,3
6699,Perhaps You've Met My Cohort,_,0.0,When you set this scheme in motion  search your library for a planeswalker card  put it onto the battlefield  then shuffle your library.,2.93,parc,2
6700,Explorer's Scope,{1},1.0,Whenever equipped creature attacks  look at the top card of your library. If it's a land card  you may put it onto the battlefield tapped. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.),0.1,afc,0
6701,Unspeakable Symbol,{1}{B}{B},3.0,Pay 3 life: Put a +1/+1 counter on target creature.,2.91,scg,1
6702,Jaya Ballard,{2}{R}{R}{R},5.0,"+1: Add {R}{R}{R}. Spend this mana only to cast instant or sorcery spells. +1: Discard up to three cards  then draw that many cards. −8: You get an emblem with ""You may cast instant and sorcery spells from your graveyard. If a spell cast this way would be put into your graveyard  exile it instead.""",0.5,c21,3
6703,Chandra's Defeat,{R},1.0,This Card deals 5 damage to target red creature or red planeswalker. If that permanent is a Chandra planeswalker  you may discard a card. If you do  draw a card.,0.09,hou,1
6704,Hold at Bay,{1}{W},2.0,Prevent the next 7 damage that would be dealt to any target this turn.,0.02,bng,0
6705,Faith Unbroken,{3}{W},4.0,Enchant creature you control When This Card enters the battlefield  exile target creature an opponent controls until This Card leaves the battlefield. Enchanted creature gets +2/+2.,0.06,cmr,1
6706,Unfulfilled Desires,{1}{U}{B},3.0,{1}  Pay 1 life: Draw a card  then discard a card.,9.44,mir,2
6707,Final Parting,{3}{B}{B},5.0,Search your library for two cards. Put one into your hand and the other into your graveyard. Then shuffle.,1.13,dom,1
6708,Demonspine Whip,{B}{R},2.0,{X}: Equipped creature gets +X/+0 until end of turn. Equip {1},0.17,arb,1
6709,Mystic Speculation,{U},1.0,Buyback {2} (You may pay an additional {2} as you cast this spell. If you do  put this card into your hand as it resolves.) Scry 3. (Look at the top three cards of your library  then put any number of them on the bottom of your library and the rest on top in any order.),3.45,fut,1
6710,Timberline Ridge,_,0.0,This Card doesn't untap during your untap step if it has a depletion counter on it. At the beginning of your upkeep  remove a depletion counter from This Card. {T}: Add {R} or {G}. Put a depletion counter on This Card.,1.86,ice,2
6711,Shapeshifter's Marrow,{2}{U}{U},4.0,At the beginning of each opponent's upkeep  that player reveals the top card of their library. If it's a creature card  the player puts the card into their graveyard and This Card becomes a copy of that card. (If it does  it loses this ability.),0.33,fut,2
6712,Festival of Trokin,{W},1.0,You gain 2 life for each creature you control.,0.38,p02,0
6713,Sudden Salvation,{2}{W}{W},4.0,Choose up to three target permanent cards in graveyards that were put there from the battlefield this turn. Return them to the battlefield tapped under their owners' control. You draw a card for each opponent who controls one or more of those permanents.,0.17,voc,2
6714,Shadows of the Past,{1}{B},2.0,Whenever a creature dies  scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.) {4}{B}: Each opponent loses 2 life and you gain 2 life. Activate only if there are four or more creature cards in your graveyard.,0.23,ddr,1
6715,Increasing Vengeance,{R}{R},2.0,Copy target instant or sorcery spell you control. If this spell was cast from a graveyard  copy that spell twice instead. You may choose new targets for the copies. Flashback {3}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.48,c19,2
6716,Big Score,{3}{R},4.0,"As an additional cost to cast this spell  discard a card. Draw two cards and create two Treasure tokens. (They're artifacts with ""{T}  Sacrifice this artifact: Add one mana of any color."")",0.89,snc,0
6717,Allied Strategies,{4}{U},5.0,Domain — Target player draws a card for each basic land type among lands they control.,0.18,dde,1
6718,Terra Eternal,{2}{W},3.0,All lands have indestructible.,1.37,wwk,2
6719,Leering Emblem,{2},2.0,Whenever you cast a spell  equipped creature gets +2/+2 until end of turn. Equip {2},1.91,eve,2
6720,Inscription of Abundance,{1}{G},2.0,Kicker {2}{G} Choose one. If this spell was kicked  choose any number instead. • Put two +1/+1 counters on target creature. • Target player gains X life  where X is the greatest power among creatures they control. • Target creature you control fights target creature you don't control.,0.61,znr,2
6721,Sunlit Marsh,_,0.0,({T}: Add {W} or {B}.) This Card enters the battlefield tapped.,0.22,dmu,0
6722,Bull's Strength,{1}{G},2.0,Target creature gets +2/+2 and gains trample until end of turn. Untap it.,0.02,afr,0
6723,Thunder Strike,{1}{R},2.0,Target creature gets +2/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),0.02,bbd,0
6724,Journey to the Lost City,{3}{G},4.0,At the beginning of your upkeep  exile the top four cards of your library  then roll a d20. 1—9 | You may put a land card from among those cards onto the battlefield. 10—19 | Create a 2/2 green Wolf creature token  then put a +1/+1 counter on it for each creature card among those cards. 20 | Put all permanent cards exiled with This Card onto the battlefield  then sacrifice it.,0.11,clb,2
6725,Witness Protection,{U},1.0,Enchant creature Enchanted creature loses all abilities and is a green and white Citizen creature with base power and toughness 1/1 named Legitimate Businessperson. (It loses all other colors  card types  creature types  and names.),0.24,snc,0
6726,Halt Order,{2}{U},3.0,Counter target artifact spell. Draw a card.,0.06,som,1
6727,Choking Tethers,{3}{U},4.0,Tap up to four target creatures. Cycling {1}{U} ({1}{U}  Discard this card: Draw a card.) When you cycle This Card  you may tap target creature.,0.01,mh1,0
6728,Blood for the Blood God!,{8}{B}{B}{R},11.0,This spell costs {1} less to cast for each creature that died this turn. Discard your hand  then draw eight cards. This Card deals 8 damage to each opponent. Exile This Card,11.85,40k,2
6729,Encase in Ice,{1}{U},2.0,Flash (You may cast this spell any time you could cast an instant.) Enchant red or green creature When This Card enters the battlefield  tap enchanted creature. Enchanted creature doesn't untap during its controller's untap step.,0.06,dtk,1
6730,"Ajani, Mentor of Heroes",{3}{G}{W},5.0,+1: Distribute three +1/+1 counters among one  two  or three target creatures you control. +1: Look at the top four cards of your library. You may reveal an Aura  creature  or planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in any order. −8: You gain 100 life.,7.02,jou,3
6731,Mending Hands,{W},1.0,Prevent the next 4 damage that would be dealt to any target this turn.,0.1,9ed,0
6732,Tainted Aether,{2}{B}{B},4.0,Whenever a creature enters the battlefield  its controller sacrifices a creature or land.,7.23,7ed,2
6733,Peer Through Depths,{1}{U},2.0,Look at the top five cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,0.2,dds,0
6734,Smoke Shroud,{1}{U},2.0,Enchant creature Enchanted creature gets +1/+1 and has flying. When a Ninja enters the battlefield under your control  you may return This Card from your graveyard to the battlefield attached to that creature.,0.11,mh1,0
6735,Searing Meditation,{1}{R}{W},3.0,Whenever you gain life  you may pay {2}. If you do  This Card deals 2 damage to any target.,0.2,ddh,2
6736,Dwarven Hammer,{2}{R},3.0,When This Card enters the battlefield  you may pay {2}. If you do  create a 2/1 red Dwarf Berserker creature token  then attach This Card to it. Equipped creature gets +3/+0 and has trample. Equip {3},0.05,khm,1
6737,Death Wind,{X}{B},1.0,Target creature gets -X/-X until end of turn.,0.07,cn2,0
6739,Hordeling Outburst,{1}{R}{R},3.0,Create three 1/1 red Goblin creature tokens.,0.25,a25,0
6740,Breaking Point,{1}{R}{R},3.0,Any player may have This Card deal 6 damage to them. If no one does  destroy all creatures. Creatures destroyed this way can't be regenerated.,0.25,ddk,2
6741,Blightning,{1}{B}{R},3.0,This Card deals 3 damage to target player or planeswalker. That player or that planeswalker's controller discards two cards.,0.28,a25,1
6742,Festergloom,{2}{B},3.0,Nonblack creatures get -1/-1 until end of turn.,0.13,cn2,0
6743,Gateway Plaza,_,0.0,This Card enters the battlefield tapped. When This Card enters the battlefield  sacrifice it unless you pay {1}. {T}: Add one mana of any color.,0.12,war,0
6744,Whalebone Glider,{2},2.0,{2}  {T}: Target creature with power 3 or less gains flying until end of turn.,0.14,ice,1
6745,"Gods' Eye, Gate to the Reikai",_,0.0,{T}: Add {C}. When This Card is put into a graveyard from the battlefield  create a 1/1 colorless Spirit creature token.,0.37,bok,1
6746,Cerulean Wisps,{U},1.0,Target creature becomes blue until end of turn. Untap that creature. Draw a card.,1.22,shm,0
6747,Tezzeret's Betrayal,{3}{U}{B},5.0,Destroy target creature. You may search your library and/or graveyard for a card named Tezzeret  Master of Metal  reveal it  and put it into your hand. If you search your library this way  shuffle.,0.09,aer,2
6748,"Domri, Chaos Bringer Emblem",_,0.0,At the beginning of each end step  create a 4/4 red and green Beast creature token with trample.,0.12,trna,0
6749,Veteran's Armaments,{2},2.0,"Equipped creature has ""Whenever this creature attacks or blocks  it gets +1/+1 until end of turn for each attacking creature."" Whenever a Soldier creature enters the battlefield  you may attach This Card to it. Equip {2}",0.22,mor,1
6750,Reckless Spite,{1}{B}{B},3.0,Destroy two target nonblack creatures. You lose 5 life.,0.04,c21,1
6751,Ordeal of Heliod,{1}{W},2.0,Enchant creature Whenever enchanted creature attacks  put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it  sacrifice This Card. When you sacrifice This Card  you gain 10 life.,0.18,a25,1
6752,Symbiotic Deployment,{2}{G},3.0,Skip your draw step. {1}  Tap two untapped creatures you control: Draw a card.,0.45,apc,2
6753,Banishing Stroke,{5}{W},6.0,Put target artifact  creature  or enchantment on the bottom of its owner's library. Miracle {W} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.),0.11,c18,1
6754,In Garruk's Wake,{7}{B}{B},9.0,Destroy all creatures you don't control and all planeswalkers you don't control.,0.53,clb,2
6755,Despondency,{1}{B},2.0,Enchant creature Enchanted creature gets -2/-0. When This Card is put into a graveyard from the battlefield  return This Card to its owner's hand.,0.15,usg,0
6756,The Golden Throne,{4},4.0,Arcane Life-support — If you would lose the game  instead exile This Card and your life total becomes 1. A Thousand Souls Die Every Day — {T}  Sacrifice a creature: Add three mana in any combination of colors.,9.77,40k,2
6757,Expropriate,{7}{U}{U},9.0,Council's dilemma — Starting with you  each player votes for time or money. For each time vote  take an extra turn after this one. For each money vote  choose a permanent owned by the voter and gain control of it. Exile This Card.,20.54,cn2,3
6758,Shielded Passage,{W},1.0,Prevent all damage that would be dealt to target creature this turn.,0.05,gtc,0
6759,Thran Dynamo,{4},4.0,{T}: Add {C}{C}{C}.,4.83,c19,1
6760,Heightened Awareness,{3}{U}{U},5.0,As This Card enters the battlefield  discard your hand. At the beginning of your draw step  draw an additional card.,0.21,pcy,2
6761,Saltblast,{3}{W}{W},5.0,Destroy target nonwhite permanent.,0.02,tsr,1
6762,"Ob Nixilis, the Adversary",{1}{B}{R},3.0,"Casualty X. The copy isn't legendary and has starting loyalty X. (As you cast this spell  you may sacrifice a creature with power X. When you do  copy this spell. The copy becomes a token.) +1: Each opponent loses 2 life unless they discard a card. If you control a Demon or Devil  you gain 2 life. −2: Create a 1/1 red Devil creature token with ""When this creature dies  it deals 1 damage to any target."" −7: Target player draws seven cards and loses 7 life.",6.42,snc,3
6763,Whipflare,{1}{R},2.0,This Card deals 2 damage to each nonartifact creature.,0.22,cm2,1
6764,Kaya's Guile,{1}{W}{B},3.0,Choose two — • Each opponent sacrifices a creature. • Exile all opponents' graveyards. • Create a 1/1 white and black Spirit creature token with flying. • You gain 4 life. Entwine {3} (Choose all if you pay the entwine cost.),1.38,mh1,2
6765,Orcish Mine,{1}{R}{R},3.0,Enchant land This Card enters the battlefield with three ore counters on it. At the beginning of your upkeep or whenever enchanted land becomes tapped  remove an ore counter from This Card. When the last ore counter is removed from This Card  destroy enchanted land and This Card deals 2 damage to that land's controller.,0.19,hml,1
6766,Goblin War Cry,{2}{R},3.0,Target opponent chooses a creature they control. Other creatures they control can't block this turn.,3.03,p02,1
6767,Assassin's Ink,{2}{B}{B},4.0,This spell costs {1} less to cast if you control an artifact and {1} less to cast if you control an enchantment. Destroy target creature or planeswalker.,0.06,neo,1
6768,Expel from Orazca,{1}{U},2.0,Ascend (If you control ten or more permanents  you get the city's blessing for the rest of the game.) Return target nonland permanent to its owner's hand. If you have the city's blessing  you may put that permanent on top of its owner's library instead.,0.33,rix,1
6769,Necrotic Hex,{6}{B},7.0,Each player sacrifices six creatures. You create six tapped 2/2 black Zombie creature tokens.,0.45,cmr,2
6770,Xantcha,_,0.0,Sacrifice a permanent: Regenerate target creature.,49.97,pvan,2
6771,Ruinous Ultimatum,{R}{R}{W}{W}{W}{B}{B},7.0,Destroy all nonland permanents your opponents control.,5.65,iko,2
6772,Lightning Javelin,{3}{R},4.0,This Card deals 3 damage to any target. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),0.05,ori,0
6773,Skullcrack,{1}{R},2.0,Players can't gain life this turn. Damage can't be prevented this turn. This Card deals 3 damage to target player or planeswalker.,1.68,gtc,1
6774,Winds of Rath,{3}{W}{W},5.0,Destroy all creatures that aren't enchanted. They can't be regenerated.,0.21,afc,2
6775,My Forces Are Innumerable,_,0.0,(An ongoing scheme remains face up until it's abandoned.) At the beginning of your end step  create a 3/3 black Horror creature token. At the beginning of your opponents' end step  they may sacrifice two creatures. If they do  abandon this scheme.,1.45,oe01,0
6776,Scale Blessing,{3}{W},4.0,Bolster 1  then put a +1/+1 counter on each creature you control with a +1/+1 counter on it. (To bolster 1  choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.),0.02,2x2,1
6777,Implement of Improvement,{1},1.0,{W}  Sacrifice This Card: You gain 2 life. When This Card is put into a graveyard from the battlefield  draw a card.,0.06,aer,0
6778,Call the Skybreaker,{5}{U/R}{U/R},7.0,Create a 5/5 blue and red Elemental creature token with flying. Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.),0.08,ncc,2
6779,Vile Requiem,{2}{B}{B},4.0,At the beginning of your upkeep  you may put a verse counter on This Card. {1}{B}  Sacrifice This Card: Destroy up to X target nonblack creatures  where X is the number of verse counters on This Card. They can't be regenerated.,0.11,c13,1
6780,Nihilistic Glee,{2}{B}{B},4.0,{2}{B}  Discard a card: Target opponent loses 1 life and you gain 1 life. Hellbent — {1}  Pay 2 life: Draw a card. Activate only if you have no cards in hand.,0.24,dis,2
6781,Press into Service,{4}{R},5.0,Support 2. (Put a +1/+1 counter on each of up to two target creatures.) Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.,0.09,ogw,1
6782,The Cauldron of Eternity,{10}{B}{B},12.0,This spell costs {2} less to cast for each creature card in your graveyard. Whenever a creature you control dies  put it on the bottom of its owner's library. {2}{B}  {T}  Pay 2 life: Return target creature card from your graveyard to the battlefield. Activate only as a sorcery.,0.89,eld,3
6783,Glory of Warfare,{2}{R}{W},4.0,As long as it's your turn  creatures you control get +2/+0. As long as it's not your turn  creatures you control get +0/+2.,1.16,hop,2
6784,Peregrine Mask,{1},1.0,Equipped creature has defender  flying  and first strike. Equip {2},0.17,rav,1
6785,Memorial to Unity,_,0.0,This Card enters the battlefield tapped. {T}: Add {G}. {2}{G}  {T}  Sacrifice This Card: Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Then put the rest on the bottom of your library in a random order.,0.12,dom,1
6786,Chaotic Transformation,{5}{R},6.0,Exile up to one target artifact  up to one target creature  up to one target enchantment  up to one target planeswalker  and/or up to one target land. For each permanent exiled this way  its controller reveals cards from the top of their library until they reveal a card that shares a card type with it  puts that card onto the battlefield  then shuffles.,0.17,dmu,2
6788,Ashes of the Abhorrent,{1}{W},2.0,Players can't cast spells from graveyards or activate abilities of cards in graveyards. Whenever a creature dies  you gain 1 life.,0.5,xln,2
6789,Seal of Cleansing,{1}{W},2.0,Sacrifice This Card: Destroy target artifact or enchantment.,0.04,mh2,1
