,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
4831,Dream Trawler,{2}{W}{W}{U}{U},6.0,Flying  lifelink Whenever you draw a card  This Card gets +1/+0 until end of turn. Whenever This Card attacks  draw a card. Discard a card: This Card gains hexproof until end of turn. Tap it.,3.0,5.0,0.24,thb,2
4832,Dragon's Eye Sentry,{W},1.0,Defender  first strike,1.0,3.0,0.06,dtk,0
4833,Squelching Leeches,{2}{B}{B},4.0,This Card's power and toughness are each equal to the number of Swamps you control.,4.0,4.0,0.13,ddr,1
4834,Hofri Ghostforge,{3}{R}{W},5.0,"Spirits you control get +1/+1 and have trample and haste. Whenever another nontoken creature you control dies  exile it. If you do  create a token that's a copy of that creature  except it's a Spirit in addition to its other types and it has ""When this creature leaves the battlefield  return the exiled card to its owner's graveyard.""",4.0,5.0,1.61,stx,3
4835,Kalemne's Captain,{3}{W}{W},5.0,Vigilance {5}{W}{W}: Monstrosity 3. (If this creature isn't monstrous  put three +1/+1 counters on it and it becomes monstrous.) When This Card becomes monstrous  exile all artifacts and enchantments.,5.0,5.0,0.1,c20,2
4836,Trusted Forcemage,{2}{G},3.0,Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.) As long as This Card is paired with another creature  each of those creatures gets +1/+1.,2.0,2.0,0.04,avr,0
4837,Storm Fleet Swashbuckler,{1}{R},2.0,Ascend (If you control ten or more permanents  you get the city's blessing for the rest of the game.) This Card has double strike as long as you have the city's blessing.,2.0,2.0,0.11,rix,1
4838,Maraleaf Rider,{1}{G},2.0,Sacrifice a Food: Target creature blocks This Card this turn if able.,3.0,1.0,0.01,eld,0
4839,Order of the Stars,{W},1.0,Defender (This creature can't attack.) As This Card enters the battlefield  choose a color. This Card has protection from the chosen color.,0.0,1.0,0.2,gpt,1
4840,Lich Lord of Unx,{1}{U}{B},3.0,{U}{B}  {T}: Create a 1/1 blue and black Zombie Wizard creature token. {U}{U}{B}{B}: Target player loses X life and mills X cards  where X is the number of Zombies you control.,2.0,2.0,6.84,arb,2
4841,Porcelain Legionnaire,{2}{W/P},3.0,({W/P} can be paid with either {W} or 2 life.) First strike,3.0,1.0,0.14,nph,0
4842,Clergy of the Holy Nimbus,{W},1.0,If This Card would be destroyed  regenerate it. {1}: This Card can't be regenerated this turn. Only your opponents may activate this ability.,1.0,1.0,0.26,leg,0
4843,Butcher Orgg,{4}{R}{R}{R},7.0,You may assign This Card's combat damage divided as you choose among defending player and/or any number of creatures they control.,6.0,6.0,0.27,ons,2
4844,Elite Skirmisher,{2}{W},3.0,Heroic — Whenever you cast a spell that targets This Card  you may tap target creature.,3.0,1.0,0.01,bng,0
4845,"Silvos, Rogue Elemental",{3}{G}{G}{G},6.0,Trample {G}: Regenerate This Card.,8.0,5.0,0.47,ema,2
4846,Crypt Angel,{4}{B},5.0,Flying  protection from white When This Card enters the battlefield  return target blue or red creature card from your graveyard to your hand.,3.0,3.0,1.22,inv,2
4847,Steel Leaf Champion,{G}{G}{G},3.0,This Card can't be blocked by creatures with power 2 or less.,5.0,4.0,1.35,dom,2
4848,Molten Sentry,{3}{R},4.0,As This Card enters the battlefield  flip a coin. If the coin comes up heads  This Card enters the battlefield as a 5/2 creature with haste. If it comes up tails  This Card enters the battlefield as a 2/5 creature with defender.,4.0,4.0,0.24,rav,2
4849,Pygmy Pyrosaur,{1}{R},2.0,This Card can't block. {R}: This Card gets +1/+0 until end of turn.,1.0,1.0,0.04,ddi,0
4850,Birchlore Rangers,{G},1.0,Tap two untapped Elves you control: Add one mana of any color. Morph {G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),1.0,1.0,0.37,ons,0
4851,Bellows Lizard,{R},1.0,{1}{R}: This Card gets +1/+0 until end of turn.,1.0,1.0,0.03,ori,0
4852,Demonlord Belzenlok,{4}{B}{B},6.0,Flying  trample When This Card enters the battlefield  exile cards from the top of your library until you exile a nonland card  then put that card into your hand. If the card's mana value is 4 or greater  repeat this process. This Card deals 1 damage to you for each card put into your hand this way.,6.0,6.0,1.56,dom,3
4853,Briarblade Adept,{4}{B},5.0,Whenever This Card attacks  target creature an opponent controls gets -1/-1 until end of turn. Encore {3}{B} ({3}{B}  Exile this card from your graveyard: For each opponent  create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.),3.0,4.0,0.01,cmr,0
4854,Icatian Crier,{2}{W},3.0,{1}{W}  {T}  Discard a card: Create two 1/1 white Citizen creature tokens.,1.0,1.0,0.02,uma,0
4855,Sprouting Phytohydra,{4}{G},5.0,Defender (This creature can't attack.) Whenever This Card is dealt damage  you may create a token that's a copy of This Card.,0.0,2.0,3.89,dis,2
4856,Voidwielder,{4}{U},5.0,When This Card enters the battlefield  you may return target creature to its owner's hand.,1.0,4.0,0.1,rtr,0
4857,Agent of Horizons,{2}{G},3.0,{2}{U}: This Card can't be blocked this turn.,3.0,2.0,0.02,ths,0
4858,Cathar's Companion,{2}{W},3.0,"Whenever you cast a noncreature spell  This Card gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",3.0,1.0,0.06,jmp,0
4859,Precursor Golem,{5},5.0,When This Card enters the battlefield  create two 3/3 colorless Golem artifact creature tokens. Whenever a player casts an instant or sorcery spell that targets only a single Golem  that player copies that spell for each other Golem that spell could target. Each copy targets a different one of those Golems.,3.0,3.0,0.23,mm2,2
4860,Magus of the Abyss,{3}{B},4.0,At the beginning of each player's upkeep  destroy target nonartifact creature that player controls of their choice. It can't be regenerated.,4.0,3.0,0.19,2xm,2
4861,Rage Forger,{2}{R},3.0,When This Card enters the battlefield  put a +1/+1 counter on each other Shaman creature you control. Whenever a creature you control with a +1/+1 counter on it attacks  you may have that creature deal 1 damage to target player or planeswalker.,2.0,2.0,0.29,mor,1
4862,Grave Robbers,{1}{B}{B},3.0,{B}  {T}: Exile target artifact card from a graveyard. You gain 2 life.,1.0,1.0,14.41,drk,2
4863,Arctic Nishoba,{5}{G},6.0,Trample Cumulative upkeep {G} or {W} (At the beginning of your upkeep  put an age counter on this permanent  then sacrifice it unless you pay its upkeep cost for each age counter on it.) When This Card dies  you gain 2 life for each age counter on it.,6.0,6.0,0.17,csp,1
4864,"Hazezon, Shaper of Sand",{R}{G}{W},3.0,Desertwalk (This creature can't be blocked as long as defending player controls a Desert.) You may play Desert lands from your graveyard. Whenever a Desert enters the battlefield under your control  create two 1/1 red  green  and white Sand Warrior creature tokens.,3.0,3.0,0.32,dmc,2
4865,Ghost Warden,{1}{W},2.0,{T}: Target creature gets +1/+1 until end of turn.,1.0,1.0,0.06,10e,0
4866,"Nethroi, Apex of Death",{2}{W}{B}{G},5.0,Mutate {4}{G/W}{B}{B} (If you cast this spell for its mutate cost  put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.) Deathtouch  lifelink Whenever this creature mutates  return any number of target creature cards with total power 10 or less from your graveyard to the battlefield.,5.0,5.0,0.39,dmc,3
4867,Gateway Sneak,{2}{U},3.0,Whenever a Gate enters the battlefield under your control  This Card can't be blocked this turn. Whenever This Card deals combat damage to a player  draw a card.,1.0,3.0,0.06,rna,1
4868,Skullmulcher,{4}{G},5.0,Devour 1 (As this enters the battlefield  you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.) When This Card enters the battlefield  draw a card for each creature it devoured.,3.0,3.0,0.14,2xm,1
4869,Dwarven Strike Force,{4}{R},5.0,Discard a card at random: This Card gains first strike and haste until end of turn.,4.0,3.0,0.12,ody,1
4870,Coretapper,{2},2.0,{T}: Put a charge counter on target artifact. Sacrifice This Card: Put two charge counters on target artifact.,1.0,1.0,0.19,2xm,1
4871,Froghemoth,{3}{G}{G},5.0,Trample  haste Whenever This Card deals combat damage to a player  exile up to that many target cards from their graveyard. Put a +1/+1 counter on This Card for each creature card exiled this way. You gain 1 life for each noncreature card exiled this way.,4.0,4.0,0.21,afr,2
4872,People of the Woods,{G}{G},2.0,This Card's toughness is equal to the number of Forests you control.,1.0,4.0,2.03,drk,1
4873,Silver Myr,{2},2.0,{T}: Add {U}.,1.0,1.0,0.13,nec,0
4874,Swashbuckler Extraordinaire,{2}{R},3.0,"When This Card enters the battlefield  create a Treasure token. (It's an artifact with ""{T}  Sacrifice this artifact: Add one mana of any color."") Whenever you attack  you may sacrifice one or more Treasures. When you do  up to that many target creatures gain double strike until end of turn.",2.0,2.0,0.18,clb,1
4875,Festering Goblin,{B},1.0,When This Card dies  target creature gets -1/-1 until end of turn.,1.0,1.0,0.08,mma,0
4876,Vaporous Djinn,{2}{U}{U},4.0,Flying At the beginning of your upkeep  This Card phases out unless you pay {U}{U}. (While it's phased out  it's treated as though it doesn't exist. It phases in before you untap during your next untap step.),3.0,4.0,0.16,mir,1
4878,Consulate Skygate,{2},2.0,Defender Reach (This creature can block creatures with flying.),0.0,4.0,0.11,bbd,0
4879,Thraben Heretic,{1}{W},2.0,{T}: Exile target creature card from a graveyard.,2.0,2.0,0.08,ddq,1
4880,"Purphoros, Bronze-Blooded",{4}{R},5.0,Indestructible As long as your devotion to red is less than five  Purphoros isn't a creature. Other creatures you control have haste. {2}{R}: You may put a red creature card or an artifact creature card from your hand onto the battlefield. Sacrifice it at the beginning of the next end step.,7.0,6.0,2.13,thb,3
4881,Necrosavant,{3}{B}{B}{B},6.0,{3}{B}{B}  Sacrifice a creature: Return This Card from your graveyard to the battlefield. Activate only during your upkeep.,5.0,5.0,0.37,6ed,2
4882,Gorging Vulture,{2}{B},3.0,Flying When This Card enters the battlefield  mill four cards. You gain 1 life for each creature card put into your graveyard this way.,2.0,2.0,0.03,m20,0
4883,Merfolk Looter,{1}{U},2.0,{T}: Draw a card  then discard a card.,1.0,1.0,0.12,afc,1
4884,Beast of Burden,{6},6.0,This Card's power and toughness are each equal to the number of creatures on the battlefield.,4.0,4.0,0.36,9ed,2
4885,"Drana, Kalastria Bloodchief",{3}{B}{B},5.0,Flying {X}{B}{B}: Target creature gets -0/-X until end of turn and This Card gets +X/+0 until end of turn.,4.0,4.0,0.37,c17,2
4886,Knight of Old Benalia,{3}{W}{W},5.0,Suspend 5—{W} (Rather than cast this card from your hand  you may pay {W} and exile it with five time counters on it. At the beginning of your upkeep  remove a time counter. When the last is removed  cast it without paying its mana cost. It has haste.) When This Card enters the battlefield  other creatures you control get +1/+1 until end of turn.,3.0,3.0,0.01,mh1,0
4887,Cowl Prowler,{4}{G}{G},6.0,_,6.0,6.0,0.02,bbd,0
4888,"Ib Halfheart, Goblin Tactician",{3}{R},4.0,Whenever another Goblin you control becomes blocked  sacrifice it. If you do  it deals 4 damage to each creature blocking it. Sacrifice two Mountains: Create two 1/1 red Goblin creature tokens.,3.0,2.0,2.18,evg,2
4889,Charging Slateback,{4}{R},5.0,This Card can't block. Morph {4}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),4.0,3.0,0.07,ons,0
4890,Bitterheart Witch,{4}{B},5.0,Deathtouch When This Card dies  you may search your library for a Curse card  put it onto the battlefield attached to target player  then shuffle.,1.0,2.0,0.27,isd,1
4891,Wall of Torches,{1}{R},2.0,Defender (This creature can't attack.),4.0,1.0,0.04,m12,0
4892,Aerie Worshippers,{3}{U},4.0,Inspired — Whenever This Card becomes untapped  you may pay {2}{U}. If you do  create a 2/2 blue Bird enchantment creature token with flying.,2.0,4.0,0.08,bng,1
4893,Woodland Champion,{1}{G},2.0,Whenever one or more tokens enter the battlefield under your control  put that many +1/+1 counters on This Card.,2.0,2.0,0.1,2xm,1
4894,Sakura-Tribe Springcaller,{3}{G},4.0,At the beginning of your upkeep  add {G}. Until end of turn  you don't lose this mana as steps and phases end.,2.0,4.0,0.14,bok,0
4895,Sea Gate Stormcaller,{1}{U},2.0,Kicker {4}{U} When This Card enters the battlefield  copy the next instant or sorcery spell with mana value 2 or less you cast this turn when you cast it. If This Card was kicked  copy that spell twice instead. You may choose new targets for the copies.,2.0,1.0,0.35,znr,3
4896,Headstrong Brute,{2}{R},3.0,This Card can't block. This Card has menace as long as you control another Pirate.,3.0,3.0,0.04,xln,0
4897,"Renata, Called to the Hunt",{2}{G}{G},4.0,Renata's power is equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.) Each other creature you control enters the battlefield with an additional +1/+1 counter on it.,4.0,3.0,0.29,thb,1
4898,Roc Hatchling,{R},1.0,This Card enters the battlefield with four shell counters on it. At the beginning of your upkeep  remove a shell counter from This Card. As long as This Card has no shell counters on it  it gets +3/+2 and has flying.,0.0,1.0,0.18,wth,1
4899,Kozilek's Translator,{4}{B},5.0,Devoid (This card has no color.) Pay 1 life: Add {C}. Activate only once each turn. ({C} represents colorless mana.),3.0,5.0,0.05,ogw,0
4900,Fatespinner,{1}{U}{U},3.0,At the beginning of each opponent's upkeep  that player chooses draw step  main phase  or combat phase. The player skips each instance of the chosen step or phase this turn.,1.0,2.0,4.2,mrd,2
4901,Insatiable Harpy,{2}{B}{B},4.0,Flying  lifelink,2.0,2.0,0.01,ths,1
4902,Roc Charger,{2}{W},3.0,Flying Whenever This Card attacks  target attacking creature without flying gains flying until end of turn.,1.0,3.0,0.05,grn,1
4903,Knight of the Last Breath,{5}{W}{B},7.0,{3}  Sacrifice another nontoken creature: Create a 1/1 white and black Spirit creature token with flying. Afterlife 3 (When this creature dies  create three 1/1 white and black Spirit creature tokens with flying.),4.0,4.0,0.03,rna,1
4904,"Taigam, Sidisi's Hand",{3}{U}{B},5.0,Skip your draw step. At the beginning of your upkeep  look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard. {B}  {T}  Exile X cards from your graveyard: Target creature gets -X/-X until end of turn.,3.0,4.0,0.53,c17,2
4905,River Sneak,{1}{U},2.0,This Card can't be blocked. Whenever another Merfolk enters the battlefield under your control  This Card gets +1/+1 until end of turn.,1.0,1.0,0.13,xln,1
4906,Charmed Stray,{W},1.0,Lifelink When This Card enters the battlefield  put a +1/+1 counter on each other creature you control named This Card.,1.0,1.0,0.07,war,0
4907,Gatekeeper of Malakir,{B}{B},2.0,Kicker {B} (You may pay an additional {B} as you cast this spell.) When This Card enters the battlefield  if it was kicked  target player sacrifices a creature.,2.0,2.0,0.26,ddk,1
4908,Living Inferno,{6}{R}{R},8.0,{T}: This Card deals damage equal to its power divided as you choose among any number of target creatures. Each of those creatures deals damage equal to its power to This Card.,8.0,5.0,0.24,gpt,2
4909,Canoptek Tomb Sentinel,{4},4.0,Vigilance Exile Cannon — When This Card enters the battlefield from a graveyard  exile up to one target nonland permanent. Unearth {7} ({7}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),4.0,3.0,2.33,40k,2
4910,Skyblade of the Legion,{1}{W},2.0,Flying,1.0,3.0,0.02,xln,0
4911,Misthoof Kirin,{2}{W},3.0,Flying  vigilance Megamorph {1}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.),2.0,1.0,0.04,dtk,0
4912,Bogardan Lancer,{1}{R},2.0,Bloodthirst 1 (If an opponent was dealt damage this turn  this creature enters the battlefield with a +1/+1 counter on it.) Flanking (Whenever a creature without flanking blocks this creature  the blocking creature gets -1/-1 until end of turn.),1.0,1.0,0.1,fut,0
4913,Raging Redcap,{2}{R},3.0,Double strike,1.0,2.0,0.02,eld,0
4914,Thraben Standard Bearer,{W},1.0,{1}{W}  {T}  Discard a card: Create a 1/1 white Human Soldier creature token.,1.0,1.0,0.03,emn,0
4915,Raven Guild Initiate,{2}{U},3.0,Morph—Return a Bird you control to its owner's hand. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),1.0,4.0,0.11,scg,0
4916,Man-o'-War,{2}{U},3.0,When This Card enters the battlefield  return target creature to its owner's hand.,2.0,2.0,0.06,mh1,0
4917,Sylvan Brushstrider,{2}{G},3.0,When This Card enters the battlefield  you gain 2 life.,3.0,2.0,0.02,jmp,0
4918,Wirewood Symbiote,{G},1.0,Return an Elf you control to its owner's hand: Untap target creature. Activate only once each turn.,1.0,1.0,3.31,ema,1
4919,"Codie, Vociferous Codex",{3},3.0,You can't cast permanent spells. {4}  {T}: Add {W}{U}{B}{R}{G}. When you cast your next spell this turn  exile cards from the top of your library until you exile an instant or sorcery card with lesser mana value. Until end of turn  you may cast that card without paying its mana cost. Put each other card exiled this way on the bottom of your library in a random order.,1.0,4.0,0.17,stx,2
4920,Ascending Aven,{2}{U}{U},4.0,Flying This Card can block only creatures with flying. Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),3.0,2.0,0.1,ons,0
4921,Stromkirk Condemned,{B}{B},2.0,Discard a card: Vampires you control get +1/+1 until end of turn. Activate only once each turn.,2.0,2.0,0.13,voc,2
4922,Fleshformer,{2}{B},3.0,{W}{U}{B}{R}{G}: This Card gets +2/+2 and gains fear until end of turn. Target creature gets -2/-2 until end of turn. Activate only during your turn. (A creature with fear can't be blocked except by artifact creatures and/or black creatures.),2.0,2.0,0.06,con,1
4923,Runaway Carriage,{4},4.0,Trample When This Card attacks or blocks  sacrifice it at end of combat.,5.0,6.0,0.06,soi,1
4924,Worldheart Phoenix,{3}{R},4.0,Flying You may cast This Card from your graveyard by paying {W}{U}{B}{R}{G} rather than paying its mana cost. If you do  it enters the battlefield with two +1/+1 counters on it.,2.0,2.0,0.09,mm2,1
4925,Bant Sojourners,{1}{G}{W}{U},4.0,When you cycle This Card or it dies  you may create a 1/1 white Soldier creature token. Cycling {2}{W} ({2}{W}  Discard this card: Draw a card.),2.0,4.0,0.08,arb,0
4926,Rotfeaster Maggot,{4}{B},5.0,When This Card enters the battlefield  exile target creature card from a graveyard. You gain life equal to that card's toughness.,3.0,5.0,0.04,bbd,0
4927,Silversmote Ghoul,{2}{B},3.0,At the beginning of your end step  if you gained 3 or more life this turn  return This Card from your graveyard to the battlefield tapped. {1}{B}  Sacrifice This Card: Draw a card.,3.0,1.0,0.18,c21,1
4928,Clockwork Servant,{3},3.0,Adamant — When This Card enters the battlefield  if at least three mana of the same color was spent to cast it  draw a card.,2.0,3.0,0.04,eld,1
4929,Squirrel,_,0.0,_,1.0,1.0,0.24,tclb,0
4930,Sungrace Pegasus,{1}{W},2.0,Flying (This creature can't be blocked except by creatures with flying or reach.) Lifelink (Damage dealt by this creature also causes you to gain that much life.),1.0,2.0,0.1,m15,0
4931,Blood Knight,{R}{R},2.0,First strike  protection from white,2.0,2.0,0.17,plc,1
4932,Littjara Kinseekers,{3}{U},4.0,Changeling (This card is every creature type.) When This Card enters the battlefield  if you control three or more creatures that share a creature type  put a +1/+1 counter on This Card  then scry 1.,2.0,4.0,0.01,khm,0
4933,Magus of the Moon,{2}{R},3.0,Nonbasic lands are Mountains.,2.0,2.0,8.13,tsr,2
4934,Defiant Vanguard,{2}{W},3.0,When This Card blocks  at end of combat  destroy it and all creatures it blocked this turn. {5}  {T}: Search your library for a Rebel permanent card with mana value 4 or less  put it onto the battlefield  then shuffle.,2.0,2.0,0.14,tsb,5
4935,"Pako, Arcane Retriever",{3}{R}{G},5.0,Partner with Haldan  Avid Arcanist Haste Whenever This Card attacks  exile the top card of each player's library and put a fetch counter on each of them. Put a +1/+1 counter on Pako for each noncreature card exiled this way.,3.0,3.0,0.64,c20,3
4936,Contraband Kingpin,{U}{B},2.0,Lifelink Whenever an artifact enters the battlefield under your control  scry 1.,1.0,4.0,0.09,kld,1
4937,Drogskol Reaver,{5}{W}{U},7.0,Flying  double strike  lifelink Whenever you gain life  draw a card.,3.0,5.0,1.22,2x2,2
4938,Tower Gargoyle,{1}{W}{U}{B},4.0,Flying,4.0,4.0,0.02,2x2,1
4939,Hateflayer,{5}{R}{R},7.0,Wither (This deals damage to creatures in the form of -1/-1 counters.) {2}{R}  {Q}: This Card deals damage equal to its power to any target. ({Q} is the untap symbol.),5.0,5.0,1.83,eve,2
4940,Beloved Princess,{W},1.0,Lifelink This Card can't be blocked by creatures with power 3 or greater.,1.0,1.0,0.06,eld,0
4941,Terraformer,{2}{U},3.0,{1}: Choose a basic land type. Each land you control becomes that type until end of turn.,2.0,2.0,0.05,rav,0
4942,Alert Heedbonder,{1}{G/W}{G/W},3.0,Vigilance At the beginning of your end step  you gain 1 life for each creature you control with vigilance.,2.0,4.0,0.05,iko,1
4943,"Krenko, Mob Boss",{2}{R}{R},4.0,{T}: Create X 1/1 red Goblin creature tokens  where X is the number of Goblins you control.,3.0,3.0,4.76,jmp,2
4944,Graceful Adept,{2}{U},3.0,You have no maximum hand size.,1.0,3.0,0.31,chk,1
4945,Tolarian Serpent,{5}{U}{U},7.0,At the beginning of your upkeep  mill seven cards.,7.0,7.0,1.85,wth,2
4946,Glaze Fiend,{1}{B},2.0,Flying Whenever another artifact enters the battlefield under your control  This Card gets +2/+2 until end of turn.,0.0,1.0,0.06,2xm,0
4947,Golgari Grave-Troll,{4}{G},5.0,This Card enters the battlefield with a +1/+1 counter on it for each creature card in your graveyard. {1}  Remove a +1/+1 counter from This Card: Regenerate This Card. Dredge 6 (If you would draw a card  you may mill six cards instead. If you do  return this card from your graveyard to your hand.),0.0,0.0,2.34,uma,2
4948,Goatnapper,{2}{R},3.0,When This Card enters the battlefield  untap target Goat and gain control of it until end of turn. It gains haste until end of turn.,2.0,2.0,0.13,lrw,1
4949,Lightning Reaver,{3}{B}{R},5.0,Haste; fear (This creature can't be blocked except by artifact creatures and/or black creatures.) Whenever This Card deals combat damage to a player  put a charge counter on it. At the beginning of your end step  This Card deals damage equal to the number of charge counters on it to each opponent.,3.0,3.0,0.84,arb,2
4950,Relentless Hunter,{1}{R}{G},3.0,{1}{R}{G}: This Card gets +1/+1 and gains trample until end of turn.,3.0,3.0,0.06,bbd,1
4951,Celestus Sanctifier,{2}{W},3.0,If it's neither day nor night  it becomes day as This Card enters the battlefield. Whenever day becomes night or night becomes day  look at the top two cards of your library. Put one of them into your graveyard.,3.0,2.0,0.01,mid,0
4952,Amoeboid Changeling,{1}{U},2.0,Changeling (This card is every creature type.) {T}: Target creature gains all creature types until end of turn. {T}: Target creature loses all creature types until end of turn.,1.0,1.0,0.42,lrw,0
4953,Imperial Aerosaur,{3}{W},4.0,Flying When This Card enters the battlefield  another target creature you control gets +1/+1 and gains flying until end of turn.,3.0,3.0,0.12,xln,1
4954,Rusting Golem,{4},4.0,Fading 5 (This creature enters the battlefield with five fade counters on it. At the beginning of your upkeep  remove a fade counter from it. If you can't  sacrifice it.) This Card's power and toughness are each equal to the number of fade counters on it.,4.0,4.0,0.1,nem,1
4955,Sifter of Skulls,{3}{B},4.0,"Devoid (This card has no color.) Whenever another nontoken creature you control dies  create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}."" ({C} represents colorless mana.)",4.0,3.0,1.21,ogw,2
4956,Accorder Paladin,{1}{W},2.0,Battle cry (Whenever this creature attacks  each other attacking creature gets +1/+0 until end of turn.),3.0,1.0,0.17,mbs,1
4957,Llanowar Elves,{G},1.0,{T}: Add {G}.,1.0,1.0,1.12,gnt,0
4958,"Miara, Thorn of the Glade",{1}{B},2.0,Whenever This Card or another Elf you control dies  you may pay {1} and 1 life. If you do  draw a card. Partner (You can have two commanders if both have partner.),1.0,2.0,0.09,khc,1
4959,Daggerclaw Imp,{2}{B},3.0,Flying This Card can't block.,3.0,1.0,0.05,mm2,1
4960,Duskwalker,{B},1.0,Kicker {3}{B} (You may pay an additional {3}{B} as you cast this spell.) If This Card was kicked  it enters the battlefield with two +1/+1 counters on it and with fear. (It can't be blocked except by artifact creatures and/or black creatures.),1.0,1.0,0.15,inv,0
4961,Boreal Elemental,{4}{U},5.0,Flying Spells your opponents cast that target This Card cost {2} more to cast.,3.0,4.0,0.02,m20,0
4962,Treefolk Mystic,{3}{G},4.0,Whenever This Card blocks or becomes blocked by a creature  destroy all Auras attached to that creature.,2.0,4.0,0.11,ulg,0
4963,Battlefield Raptor,{W},1.0,Flying  first strike,1.0,2.0,0.05,khm,0
4964,Rootwater Thief,{1}{U},2.0,{U}: This Card gains flying until end of turn. Whenever This Card deals combat damage to a player  you may pay {2}. If you do  search that player's library for a card and exile it  then the player shuffles.,1.0,2.0,3.05,nem,2
4965,Generator Servant,{1}{R},2.0,{T}  Sacrifice This Card: Add {C}{C}. If that mana is spent on a creature spell  it gains haste until end of turn. (That creature can attack and {T} as soon as it comes under your control.),2.0,1.0,0.11,uma,0
4966,Simic Fluxmage,{2}{U},3.0,Evolve (Whenever a creature enters the battlefield under your control  if that creature has greater power or toughness than this creature  put a +1/+1 counter on this creature.) {1}{U}  {T}: Move a +1/+1 counter from This Card onto target creature.,1.0,2.0,0.11,gtc,1
4967,Kumena's Speaker,{G},1.0,This Card gets +1/+1 as long as you control another Merfolk or an Island.,1.0,1.0,0.12,xln,1
4968,"Varragoth, Bloodsky Sire",{2}{B},3.0,Deathtouch Boast — {1}{B}: Target player searches their library for a card  then shuffles and puts that card on top. (Activate only if this creature attacked this turn and only once each turn.),2.0,3.0,5.27,khm,2
4969,Thief of Sanity,{1}{U}{B},3.0,Flying Whenever This Card deals combat damage to a player  look at the top three cards of that player's library  exile one of them face down  then put the rest into their graveyard. You may look at and cast that card for as long as it remains exiled  and you may spend mana as though it were mana of any type to cast that spell.,2.0,2.0,0.24,ncc,2
4970,Nivix Cyclops,{1}{U}{R},3.0,Defender Whenever you cast an instant or sorcery spell  This Card gets +3/+0 until end of turn and can attack this turn as though it didn't have defender.,1.0,4.0,0.21,dds,0
4971,Talas Lookout,{2}{U}{U},4.0,Flying When This Card dies  look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.,3.0,2.0,0.01,dmu,0
4972,Nim Replica,{3},3.0,{2}{B}  Sacrifice This Card: Target creature gets -1/-1 until end of turn.,3.0,1.0,0.05,mrd,0
4973,Inferno Hellion,{3}{R},4.0,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.) At the beginning of each end step  if This Card attacked or blocked this turn  its owner shuffles it into their library.,7.0,3.0,0.04,jmp,1
4974,Vault Robber,{1}{R},2.0,"{1}  {T}  Exile a creature card from your graveyard: Create a Treasure token. (It's an artifact with ""{T}  Sacrifice this artifact: Add one mana of any color."")",1.0,3.0,0.04,khm,0
4975,Safehold Elite,{1}{G/W},2.0,Persist (When this creature dies  if it had no -1/-1 counters on it  return it to the battlefield under its owner's control with a -1/-1 counter on it.),2.0,2.0,0.15,uma,0
4976,Vedalken Infuser,{3}{U},4.0,At the beginning of your upkeep  you may put a charge counter on target artifact.,1.0,4.0,0.02,2xm,0
4977,"Jenson Carthalion, Druid Exile",{G}{W},2.0,Whenever you cast a multicolored spell  scry 1. If that spell was all colors  create a 4/4 white Angel creature token with flying and vigilance. {5}  {T}: Add {W}{U}{B}{R}{G}.,2.0,2.0,1.35,dmc,3
4978,Kalonian Behemoth,{5}{G}{G},7.0,Shroud (This creature can't be the target of spells or abilities.),9.0,9.0,0.23,m10,2
4980,Maestros Diabolist,{U}{B}{R},3.0,"Deathtouch  haste Whenever This Card attacks  if you don't control a Devil token  create a tapped and attacking 1/1 red Devil creature token with ""When this creature dies  it deals 1 damage to any target.""",1.0,4.0,0.09,snc,2
4981,Dreamborn Muse,{2}{U}{U},4.0,At the beginning of each player's upkeep  that player mills X cards  where X is the number of cards in their hand.,2.0,2.0,3.43,cm2,2
4982,Avatar of Might,{6}{G}{G},8.0,If an opponent controls at least four more creatures than you  this spell costs {6} less to cast. Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),8.0,8.0,0.86,10e,2
