,name,mana_cost,cmc,oracle_text,prices,set,rarity
6226,Gix's Command,{3}{B}{B},5.0,Choose two — • Put two +1/+1 counters on up to one creature. It gains lifelink until end of turn. • Destroy each creature with power 2 or less. • Return up to two creature cards from your graveyard to your hand. • Each opponent sacrifices a creature with the highest power among creatures they control.,0.22,bro,2
6227,Selenia,_,0.0,Creatures you control have vigilance.,35.97,pvan,2
6228,Stand or Fall,{3}{R},4.0,At the beginning of combat on your turn  for each defending player  separate all creatures that player controls into two piles and that player chooses one. Only creatures in the chosen piles can block this turn.,0.24,inv,2
6229,Farideh's Fireball,{3}{R}{R},5.0,This Card deals 5 damage to target creature or planeswalker. Roll a d20. 1—9 | This Card deals 2 damage to each player. 10—20 | This Card deals 2 damage to each opponent.,0.05,afr,0
6230,Raze the Effigy,{R},1.0,Choose one — • Destroy target artifact. • Target attacking creature gets +2/+2 until end of turn.,0.04,mid,0
6231,Reckless Endeavor,{5}{R}{R},7.0,Roll two d12 and choose one result. This Card deals damage equal to that result to each creature. Then create a number of Treasure tokens equal to the other result.,1.06,afc,2
6232,Stolen Goods,{3}{U},4.0,Target opponent exiles cards from the top of their library until they exile a nonland card. Until end of turn  you may cast that card without paying its mana cost.,0.26,c15,2
6233,Scouting Trek,{1}{G},2.0,Search your library for any number of basic land cards  reveal those cards  then shuffle and put them on top.,0.45,inv,1
6234,Obsidian Obelisk,{2},2.0,This Card enters the battlefield tapped. {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a multicolored spell.,0.49,dmc,2
6235,Molten Nursery,{2}{R},3.0,Devoid (This card has no color.) Whenever you cast a colorless spell  This Card deals 1 damage to any target.,0.09,bfz,1
6236,Llanowar Reborn,_,0.0,This Card enters the battlefield tapped. {T}: Add {G}. Graft 1 (This land enters the battlefield with a +1/+1 counter on it. Whenever a creature enters the battlefield  you may move a +1/+1 counter from this land onto it.),0.16,ncc,1
6237,Necromentia,{1}{B}{B},3.0,Choose a card name other than a basic land card name. Search target opponent's graveyard  hand  and library for any number of cards with that name and exile them. That player shuffles  then creates a 2/2 black Zombie creature token for each card exiled from their hand this way.,3.87,m21,2
6238,"Skarrg, the Rage Pits",_,0.0,{T}: Add {C}. {R}{G}  {T}: Target creature gets +1/+1 and gains trample until end of turn.,1.16,pca,1
6239,Divine Sacrament,{1}{W}{W},3.0,White creatures get +1/+1. Threshold — White creatures get an additional +1/+1 as long as seven or more cards are in your graveyard.,2.63,ody,2
6240,Glimmerpost,_,0.0,When This Card enters the battlefield  you gain 1 life for each Locus on the battlefield. {T}: Add {C}.,0.23,som,0
6241,Aerial Surveyor,{2}{W},3.0,Flying Whenever This Card attacks  if defending player controls more lands than you  search your library for a basic Plains card  put it onto the battlefield tapped  then shuffle. Crew 2,0.53,nec,2
6242,Iridian Maelstrom,{W}{U}{B}{R}{G},5.0,Destroy each creature that isn't all colors.,0.32,dmc,2
6243,Wild Swing,{3}{R},4.0,Choose three target nonenchantment permanents. Destroy one of them at random.,0.26,shm,1
6244,Traitorous Instinct,{3}{R},4.0,Gain control of target creature until end of turn. Untap that creature. Until end of turn  it gets +2/+0 and gains haste.,0.06,mm3,0
6245,Disintegrate,{X}{R},1.0,This Card deals X damage to any target. If it's a creature  it can't be regenerated this turn  and if it would die this turn  exile it instead.,0.34,tsb,5
6246,Cindervines,{R}{G},2.0,Whenever an opponent casts a noncreature spell  This Card deals 1 damage to that player. {1}  Sacrifice This Card: Destroy target artifact or enchantment. This Card deals 2 damage to that permanent's controller.,0.41,rna,2
6248,Emrakul's Influence,{2}{G}{G},4.0,Whenever you cast an Eldrazi creature spell with mana value 7 or greater  draw two cards.,0.07,emn,1
6249,Sylvan Library,{1}{G},2.0,At the beginning of your draw step  you may draw two additional cards. If you do  choose two cards in your hand drawn this turn. For each of those cards  pay 4 life or put the card on top of your library.,44.21,cc1,2
6250,Celestial Convergence,{2}{W}{W},4.0,This Card enters the battlefield with seven omen counters on it. At the beginning of your upkeep  remove an omen counter from This Card. If there are no omen counters on This Card  the player with the highest life total wins the game. If two or more players are tied for highest life total  the game is a draw.,2.03,pcy,2
6251,Steam Blast,{2}{R},3.0,This Card deals 2 damage to each creature and each player.,0.18,usg,1
6252,Sphere of Safety,{4}{W},5.0,Creatures can't attack you or planeswalkers you control unless their controller pays {X} for each of those creatures  where X is the number of enchantments you control.,4.34,c16,1
6253,Devout Decree,{1}{W},2.0,Exile target creature or planeswalker that's black or red. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),0.04,m20,1
6254,Out of the Way,{3}{U},4.0,This spell costs {2} less to cast if it targets a green permanent. Return target nonland permanent an opponent controls to its owner's hand. Draw a card.,0.03,snc,1
6255,Jarad's Orders,{2}{B}{G},4.0,Search your library for up to two creature cards and reveal them. Put one into your hand and the other into your graveyard. Then shuffle.,0.79,rtr,2
6256,Noxious Hydra Breath,_,0.0,Choose one — This Card deals 5 damage to each player; or destroy each tapped non-Head creature.,0.24,tfth,0
6257,Slumbering Tora,{3},3.0,{2}  Discard a Spirit or Arcane card: This Card becomes an X/X Cat artifact creature until end of turn  where X is the discarded card's mana value.,0.18,bok,2
6258,Crystalline Resonance,{2}{U},3.0,Whenever you cycle a card  you may have This Card become a copy of another target permanent until your next turn  except it has this ability.,0.09,c20,2
6259,Swallow the Hero Whole,_,0.0,Each player exiles a creature they control. Until the Hydra's next turn  when a Head leaves the battlefield  return the exiled cards to the battlefield under their owners' control.,0.25,tfth,0
6260,Decree of Pain,{6}{B}{B},8.0,Destroy all creatures. They can't be regenerated. Draw a card for each creature destroyed this way. Cycling {3}{B}{B} ({3}{B}{B}  Discard this card: Draw a card.) When you cycle This Card  all creatures get -2/-2 until end of turn.,2.43,c17,2
6261,Darkness,{B},1.0,Prevent all combat damage that would be dealt this turn.,13.78,tsb,5
6262,Wave of Indifference,{X}{R},1.0,X target creatures can't block this turn.,0.12,ons,0
6263,Myrkul's Edict,{1}{B},2.0,Roll a d20. 1—9 | Choose an opponent. That player sacrifices a creature. 10—19 | Each opponent sacrifices a creature. 20 | Each opponent sacrifices a creature with the greatest power among creatures that player controls.,0.05,clb,0
6264,Scorching Spear,{R},1.0,This Card deals 1 damage to any target.,0.17,s99,0
6265,Juju Bubble,{1},1.0,Cumulative upkeep {1} (At the beginning of your upkeep  put an age counter on this permanent  then sacrifice it unless you pay its upkeep cost for each age counter on it.) When you play a card  sacrifice This Card. {2}: You gain 1 life.,0.20,vis,1
6266,Spell Rupture,{1}{U},2.0,Counter target spell unless its controller pays {X}  where X is the greatest power among creatures you control.,0.09,gtc,0
6267,You're Ambushed on the Road,{W},1.0,Choose one — • Make a Retreat — Return target creature you control to its owner's hand. • Stand and Fight — Target creature gets +1/+3 until end of turn.,0.05,afr,0
6268,Holy Strength,{W},1.0,Enchant creature Enchanted creature gets +1/+2.,0.05,m11,0
6269,Geometric Nexus,{2},2.0,Whenever a player casts an instant or sorcery spell  put a number of charge counters on This Card equal to that spell's mana value. {6}  {T}  Remove all charge counters from This Card: Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it  where X is the number of charge counters removed this way.,0.14,c21,2
6270,Detection Tower,_,0.0,{T}: Add {C}. {1}  {T}: Until end of turn  your opponents and creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.,1.04,m19,2
6271,"Ashiok, Dream Render",{1}{U/B}{U/B},3.0,Spells and abilities your opponents control can't cause their controller to search their library. −1: Target player mills four cards. Then exile each opponent's graveyard.,1.62,war,1
6272,Arc Spitter,{1},1.0,"Equipped creature has ""{1}: This creature deals 1 damage to target creature that's blocking it."" Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",0.05,snc,1
6273,Interdict,{1}{U},2.0,Counter target activated ability from an artifact  creature  enchantment  or land. That permanent's activated abilities can't be activated this turn. (Mana abilities can't be targeted.) Draw a card.,0.23,tmp,1
6274,Captured Sunlight,{2}{G}{W},4.0,Cascade (When you cast this spell  exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.) You gain 4 life.,0.03,arb,0
6275,Charge of the Forever-Beast,{2}{G},3.0,As an additional cost to cast this spell  reveal a creature card from your hand. This Card deals damage to target creature or planeswalker equal to the revealed card's power.,0.04,iko,1
6276,Defensive Formation,{W},1.0,Rather than the attacking player  you assign the combat damage of each creature attacking you. You can divide that creature's combat damage as you choose among any of the creatures blocking it.,0.25,usg,1
6277,Murder,{1}{B}{B},3.0,Destroy target creature.,0.03,clb,0
6278,Reversal of Fortune,{4}{R}{R},6.0,Target opponent reveals their hand. You may copy an instant or sorcery card in it. If you do  you may cast the copy without paying its mana cost.,1.09,5dn,2
6279,Sizzle,{2}{R},3.0,This Card deals 3 damage to each opponent.,0.22,8ed,0
6280,Conclave's Blessing,{3}{W},4.0,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Enchant creature Enchanted creature gets +0/+2 for each other creature you control.,0.12,rav,0
6281,Quiet Speculation,{1}{U},2.0,Search target player's library for up to three cards with flashback and put them into that player's graveyard. Then the player shuffles.,0.18,ema,1
6282,Demolition Field,_,0.0,{T}: Add {C}. {2}  {T}  Sacrifice This Card: Destroy target nonbasic land an opponent controls. That land's controller may search their library for a basic land card  put it onto the battlefield  then shuffle. You may search your library for a basic land card  put it onto the battlefield  then shuffle.,0.41,bro,1
6283,Asceticism,{3}{G}{G},5.0,Creatures you control have hexproof. (They can't be the targets of spells or abilities your opponents control.) {1}{G}: Regenerate target creature.,9.79,som,2
6284,Kindle,{1}{R},2.0,This Card deals X damage to any target  where X is 2 plus the number of cards named This Card in all graveyards.,0.04,a25,0
6285,Twinferno,{1}{R},2.0,Choose one — • When you cast your next instant or sorcery spell this turn  copy that spell. You may choose new targets for the copy. • Target creature you control gains double strike until end of turn.,0.18,dmu,1
6286,Tempest of Light,{2}{W},3.0,Destroy all enchantments.,0.09,m10,1
6287,Scalding Tongs,{2},2.0,At the beginning of your upkeep  if you have three or fewer cards in hand  This Card deals 1 damage to target opponent or planeswalker.,0.29,tmp,2
6288,Thirst for Knowledge,{2}{U},3.0,Draw three cards. Then discard two cards unless you discard an artifact card.,0.04,neo,1
6289,Future Sight,{2}{U}{U}{U},5.0,Play with the top card of your library revealed. You may play lands and cast spells from the top of your library.,0.24,mh1,2
6290,Skeletal Swarming,{3}{B}{G},5.0,Each Skeleton you control has trample  attacks each combat if able  and gets +X/+0  where X is the number of other Skeletons you control. At the beginning of your end step  create a tapped 1/1 black Skeleton creature token. If a creature died this turn  create two of those tokens instead.,0.21,afr,2
6291,Sultai Banner,{3},3.0,{T}: Add {B}  {G}  or {U}. {B}{G}{U}  {T}  Sacrifice This Card: Draw a card.,0.07,ktk,0
6292,Curse of Fool's Wisdom,{4}{B}{B},6.0,Enchant player Whenever enchanted player draws a card  they lose 2 life and you gain 2 life. Madness {3}{B} (If you discard this card  discard it into exile. When you do  cast it for its madness cost or put it into your graveyard.),1.80,c19,2
6293,Lightning Volley,{3}{R},4.0,"Until end of turn  creatures you control gain ""{T}: This creature deals 1 damage to any target.""",0.12,bng,1
6294,Blood Price,{3}{B},4.0,Look at the top four cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order. You lose 2 life.,0.02,znr,0
6295,Ertai's Trickery,{U},1.0,Counter target spell if it was kicked.,0.12,pls,1
6296,Nettling Curse,{2}{B},3.0,Enchant creature Whenever enchanted creature attacks or blocks  its controller loses 3 life. {1}{R}: Enchanted creature attacks this turn if able.,0.13,dis,0
6298,Glyph of Reincarnation,{G},1.0,Cast this spell only after combat. Destroy all creatures that were blocked by target Wall this turn. They can't be regenerated. For each creature that died this way  put a creature card from the graveyard of the player who controlled that creature the last time it became blocked by that Wall onto the battlefield under its owner's control.,0.65,leg,0
6299,Blessed Wind,{7}{W}{W},9.0,Target player's life total becomes 20.,0.30,pcy,2
6301,Time of Ice,{3}{U},4.0,(As this Saga enters and after your draw step  add a lore counter. Sacrifice after III.) I  II — Tap target creature an opponent controls. It doesn't untap during its controller's untap step for as long as you control This Card. III — Return all tapped creatures to their owners' hands.,0.09,dom,1
6302,Dragon Throne of Tarkir,{4},4.0,"Equipped creature has defender and ""{2}  {T}: Other creatures you control gain trample and get +X/+X until end of turn  where X is this creature's power."" Equip {3}",0.38,ktk,2
6303,Silver-Inlaid Dagger,{1},1.0,Equipped creature gets +2/+0. As long as equipped creature is a Human  it gets an additional +1/+0. Equip {2},0.10,isd,1
6304,Applied Biomancy,{G}{U},2.0,Choose one or both — • Target creature gets +1/+1 until end of turn. • Return target creature to its owner's hand.,0.03,rna,0
6305,Daxos's Torment,{3}{B},4.0,Constellation — Whenever This Card or another enchantment enters the battlefield under your control  This Card becomes a 5/5 Demon creature with flying and haste in addition to its other types until end of turn.,0.22,c15,2
6306,Melee,{4}{R},5.0,Cast this spell only during your turn and only during combat before blockers are declared. You choose which creatures block this combat and how those creatures block. Whenever a creature attacks and isn't blocked this combat  untap it and remove it from combat.,0.18,ice,1
6307,Nylea's Presence,{1}{G},2.0,Enchant land When This Card enters the battlefield  draw a card. Enchanted land is every basic land type in addition to its other types.,0.17,ths,0
6308,Hankyu,{1},1.0,"Equipped creature has ""{T}: Put an aim counter on This Card"" and ""{T}  Remove all aim counters from This Card: This creature deals damage to any target equal to the number of aim counters removed this way."" Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",0.19,chk,1
6309,Bontu's Monument,{3},3.0,Black creature spells you cast cost {1} less to cast. Whenever you cast a creature spell  each opponent loses 1 life and you gain 1 life.,3.86,dmc,1
6310,Whetstone,{3},3.0,{3}: Each player mills two cards.,0.62,usg,2
6311,Forsaken Sanctuary,_,0.0,This Card enters the battlefield tapped. {T}: Add {W} or {B}.,0.15,c18,1
6312,Infused Arrows,{4},4.0,Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.) {T}  Remove X charge counters from This Card: Target creature gets -X/-X until end of turn.,0.11,5dn,1
6313,"Xenagos, the Reveler",{2}{R}{G},4.0,+1: Add X mana in any combination of {R} and/or {G}  where X is the number of creatures you control. 0: Create a 2/2 red and green Satyr creature token with haste. −6: Exile the top seven cards of your library. You may put any number of creature and/or land cards from among them onto the battlefield.,0.94,clb,3
6314,Uncovered Clues,{2}{U},3.0,Look at the top four cards of your library. You may reveal up to two instant and/or sorcery cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,0.02,dgm,0
6315,Impending Doom,{2}{R},3.0,Enchant creature Enchanted creature gets +3/+3 and attacks each combat if able. When enchanted creature dies  This Card deals 3 damage to that creature's controller.,0.02,thb,1
6316,Storyweave,{2}{G},3.0,Choose one — • Put two +1/+1 counters on target creature you control. • Put two lore counters on target Saga you control. The next time one or more enchantment creatures enter the battlefield under your control this turn  each enters with two additional +1/+1 counters on it.,0.04,neo,1
6317,Acolyte's Reward,{1}{W},2.0,Prevent the next X damage that would be dealt to target creature this turn  where X is your devotion to white. If damage is prevented this way  This Card deals that much damage to any target. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.),0.08,bng,1
6318,Hindering Light,{W}{U},2.0,Counter target spell that targets you or a permanent you control. Draw a card.,0.28,ala,0
6319,Amulet of Unmaking,{5},5.0,{5}  {T}  Exile This Card: Exile target artifact  creature  or land. Activate only as a sorcery.,2.49,mir,2
6320,Maestros Theater,_,0.0,When This Card enters the battlefield  sacrifice it. When you do  search your library for a basic Island  Swamp  or Mountain card  put it onto the battlefield tapped  then shuffle and you gain 1 life.,0.49,snc,0
6321,Doublecast,{R}{R},2.0,When you cast your next instant or sorcery spell this turn  copy that spell. You may choose new targets for the copy.,0.23,jmp,1
6322,Benevolent Blessing,{1}{W},2.0,Flash Enchant creature As This Card enters the battlefield  choose a color. Enchanted creature has protection from the chosen color. This effect doesn't remove Auras and Equipment you control that are already attached to it.,0.14,cmr,0
6323,Deathbellow War Cry,{5}{R}{R}{R},8.0,Search your library for up to four Minotaur creature cards with different names  put them onto the battlefield  then shuffle.,2.30,thb,2
6324,Abundant Growth,{G},1.0,"Enchant land When This Card enters the battlefield  draw a card. Enchanted land has ""{T}: Add one mana of any color.""",0.45,dmc,0
6325,Brand of Ill Omen,{3}{R},4.0,Enchant creature Cumulative upkeep {R} (At the beginning of your upkeep  put an age counter on this permanent  then sacrifice it unless you pay its upkeep cost for each age counter on it.) Enchanted creature's controller can't cast creature spells.,1.63,ice,2
6326,Exotic Disease,{4}{B},5.0,Domain — Target player loses X life and you gain X life  where X is the number of basic land types among lands you control.,0.20,pls,1
6327,Mana Tithe,{W},1.0,Counter target spell unless its controller pays {1}.,0.23,tsr,0
6328,Impact Resonance,{1}{R},2.0,This Card deals X damage divided as you choose among any number of target creatures  where X is the greatest amount of damage dealt by a source to a permanent or player this turn.,0.56,cm2,2
6329,Rosethorn Halberd,{G},1.0,When This Card enters the battlefield  attach it to target non-Human creature you control. Equipped creature gets +2/+1. Equip {5} ({5}: Attach to target creature you control. Equip only as a sorcery.),0.02,eld,0
6330,Helm of Chatzuk,{1},1.0,{1}  {T}: Target creature gains banding until end of turn. (Any creatures with banding  and up to one without  can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature  that player divides that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.),0.37,5ed,2
6331,Repel Intruders,{3}{W/U},4.0,Create two 1/1 white Kithkin Soldier creature tokens if {W} was spent to cast this spell. Counter up to one target creature spell if {U} was spent to cast this spell. (Do both if {W}{U} was spent.),0.16,shm,1
6332,Necropotence,{B}{B}{B},3.0,Skip your draw step. Whenever you discard a card  exile that card from your graveyard. Pay 1 life: Exile the top card of your library face down. Put that card into your hand at the beginning of your next end step.,35.20,ima,3
6333,Levitation,{2}{U}{U},4.0,Creatures you control have flying.,0.18,m12,1
6334,Claws of Valakut,{1}{R}{R},3.0,Enchant creature Enchanted creature gets +1/+0 for each Mountain you control and has first strike.,0.31,ddg,0
6335,Grim Captain's Call,{2}{B},3.0,Return a Pirate card from your graveyard to your hand  then do the same for Vampire  Dinosaur  and Merfolk.,0.04,xln,1
6336,Rune of Speed,{1}{R},2.0,"Enchant permanent When This Card enters the battlefield  draw a card. As long as enchanted permanent is a creature  it gets +1/+0 and has haste. As long as enchanted permanent is an Equipment  it has ""Equipped creature gets +1/+0 and has haste.""",0.07,khm,1
6337,Decoy Gambit,{2}{U},3.0,For each opponent  choose up to one target creature that player controls  then return that creature to its owner's hand unless its controller has you draw a card.,0.14,c20,2
6338,Brain Pry,{1}{B},2.0,Choose a nonland card name. Target player reveals their hand. That player discards a card with that name. If they can't  you draw a card.,0.09,dis,1
6339,Tamiyo's Notebook,_,0.0,Spells you cast cost {2} less to cast. {T}: Draw a card.,0.51,tneo,0
6340,"Tezzeret, Artifice Master Emblem",_,0.0,At the beginning of your end step  search your library for a permanent card  put it onto the battlefield  then shuffle your library.,0.28,tm19,0
6341,Mental Journey,{4}{U}{U},6.0,Draw three cards. Basic landcycling {1}{U} ({1}{U}  Discard this card: Search your library for a basic land card  reveal it  put it into your hand  then shuffle.),0.02,mh2,0
6342,Infernal Grasp,{1}{B},2.0,Destroy target creature. You lose 2 life.,0.83,mid,1
6343,Death Denied,{X}{B}{B},2.0,Return X target creature cards from your graveyard to your hand.,0.11,uma,0
6344,Razorverge Thicket,_,0.0,This Card enters the battlefield tapped unless you control two or fewer other lands. {T}: Add {G} or {W}.,4.27,som,2
6345,Gremlin Infestation,{3}{R},4.0,Enchant artifact At the beginning of your end step  This Card deals 2 damage to enchanted artifact's controller. When enchanted artifact is put into a graveyard  create a 2/2 red Gremlin creature token.,0.07,aer,1
6346,Blood Moon,{2}{R},3.0,Nonbasic lands are Mountains.,9.19,2xm,2
6347,Etherium Cell,_,0.0,{T}  Sacrifice this artifact: Add one mana of any color.,0.15,taer,0
6348,Burn the Impure,{1}{R},2.0,This Card deals 3 damage to target creature. If that creature has infect  This Card deals 3 damage to that creature's controller.,0.04,mbs,0
6349,True Love's Kiss,{2}{W}{W},4.0,Exile target artifact or enchantment. Draw a card.,0.04,eld,0
6350,Luminous Wake,{2}{W},3.0,Enchant creature Whenever enchanted creature attacks or blocks  you gain 4 life.,0.16,roe,1
6351,Rootbound Crag,_,0.0,This Card enters the battlefield tapped unless you control a Mountain or a Forest. {T}: Add {R} or {G}.,3.66,xln,2
6352,Golgothian Sylex,{4},4.0,{1}  {T}: Each nontoken permanent with a name originally printed in the Antiquities expansion is sacrificed by its controller.,58.19,atq,2
6353,Reach of Branches,{4}{G},5.0,Create a 2/5 green Treefolk Shaman creature token. Whenever a Forest enters the battlefield under your control  you may return This Card from your graveyard to your hand.,0.26,mma,1
6354,Resourceful Return,{1}{B},2.0,Return target creature card from your graveyard to your hand. If you control an artifact  draw a card.,0.04,aer,0
6355,May Civilization Collapse,_,0.0,When you set this scheme in motion  target opponent chooses self or others. If that player chooses self  that player sacrifices two lands. If the player chooses others  each of your other opponents sacrifices a land.,5.90,oarc,0
6356,Guardian's Magemark,{2}{W},3.0,Flash Enchant creature Creatures you control that are enchanted get +1/+1.,0.11,gpt,0
6357,Street Spasm,{X}{R},1.0,"This Card deals X damage to target creature without flying you don't control. Overload {X}{X}{R}{R} (You may cast this spell for its overload cost. If you do  change its text by replacing all instances of ""target"" with ""each."")",0.11,c13,1
6358,Getaway Car,{3},3.0,Haste Whenever This Card attacks or blocks  return up to one target creature that crewed it this turn to its owner's hand. Crew 1,0.10,snc,2
6359,Fellwar Stone,{2},2.0,{T}: Add one mana of any color that a land an opponent controls could produce.,0.94,dmc,1
6360,Mindculling,{5}{U},6.0,You draw two cards and target opponent discards two cards.,0.08,nph,1
6361,Enduring Victory,{4}{W},5.0,Destroy target attacking or blocking creature. Bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.),0.02,dtk,0
6362,Cradle of Vitality,{3}{W},4.0,Whenever you gain life  you may pay {1}{W}. If you do  put a +1/+1 counter on target creature for each 1 life you gained.,0.30,jmp,2
6363,Dark Nourishment,{4}{B},5.0,This Card deals 3 damage to any target. You gain 3 life.,0.04,xln,1
6364,Strip Bare,{W},1.0,Destroy all Auras and Equipment attached to target creature.,0.07,shm,0
6365,Hum of the Radix,{2}{G}{G},4.0,Each artifact spell costs {1} more to cast for each artifact its controller controls.,0.52,mrd,2
6366,Pulse of the Dross,{1}{B}{B},3.0,Target player reveals three cards from their hand and you choose one of them. That player discards that card. Then if that player has more cards in hand than you  return This Card to its owner's hand.,0.16,dst,2
6367,Brilliant Restoration,{3}{W}{W}{W}{W},7.0,Return all artifact and enchantment cards from your graveyard to the battlefield.,0.25,neo,2
6368,Phyresis,{1}{B},2.0,Enchant creature Enchanted creature has infect. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),0.35,mbs,0
6369,Supply Drop,{3},3.0,Flash When This Card enters the battlefield  target creature you control gets +2/+2 until end of turn. {4}  {T}  Sacrifice This Card: Draw a card.,0.14,bro,0
6370,Aid from the Cowl,{3}{G}{G},5.0,Revolt — At the beginning of your end step  if a permanent you controlled left the battlefield this turn  reveal the top card of your library. If it's a permanent card  you may put it onto the battlefield. Otherwise  you may put it on the bottom of your library.,0.20,aer,2
6371,Ancestral Memories,{2}{U}{U}{U},5.0,Look at the top seven cards of your library. Put two of them into your hand and the rest into your graveyard.,0.21,7ed,2
6372,Tainted Strike,{B},1.0,Target creature gets +1/+0 and gains infect until end of turn. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),1.19,som,0
6373,Skywise Teachings,{3}{U},4.0,Whenever you cast a noncreature spell  you may pay {1}{U}. If you do  create a 2/2 blue Djinn Monk creature token with flying.,0.10,ima,1
6374,Mishra's Research Desk,{1},1.0,{1}  {T}  Sacrifice This Card: Exile the top two cards of your library. Choose one of them. Until the end of your next turn  you may play that card. Unearth {1}{R} ({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),0.18,bro,1
6375,Carnival of Souls,{1}{B},2.0,Whenever a creature enters the battlefield  you lose 1 life and add {B}.,10.67,uds,2
6376,"Dovin, Hand of Control",{2}{W/U},3.0,Artifact  instant  and sorcery spells your opponents cast cost {1} more to cast. −1: Until your next turn  prevent all damage that would be dealt to and dealt by target permanent an opponent controls.,0.18,war,1
6377,Spreading Flames,{6}{R},7.0,This Card deals 6 damage divided as you choose among any number of target creatures.,0.09,emn,1
6378,Chromatic Orrery,{7},7.0,You may spend mana as though it were mana of any color. {T}: Add {C}{C}{C}{C}{C}. {5}  {T}: Draw a card for each color among permanents you control.,25.35,m21,3
6379,Maelstrom Pulse,{1}{B}{G},3.0,Destroy target nonland permanent and all other permanents with the same name as that permanent.,1.18,2xm,2
6380,Aboshan's Desire,{U},1.0,Enchant creature Enchanted creature has flying. Threshold — Enchanted creature has shroud as long as seven or more cards are in your graveyard. (It can't be the target of spells or abilities.),0.18,ody,0
6382,Unconventional Tactics,{2}{W},3.0,Target creature gets +3/+3 and gains flying until end of turn. Whenever a Zombie enters the battlefield under your control  you may pay {W}. If you do  return This Card from your graveyard to your hand.,0.02,hou,1
6383,Cephalid Shrine,{1}{U}{U},3.0,Whenever a player casts a spell  counter that spell unless that player pays {X}  where X is the number of cards in all graveyards with the same name as the spell.,0.24,ody,2
6384,Spectral Steel,{1}{W},2.0,Enchant creature Enchanted creature gets +2/+2. {1}{W}  Exile This Card from your graveyard: Return another target Aura or Equipment card from your graveyard to your hand.,0.08,khm,1
6385,Hubris,{1}{U},2.0,Return target creature and all Auras attached to it to their owners' hands.,0.03,jou,0
6386,Engineered Explosives,{X},0.0,Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.) {2}  Sacrifice This Card: Destroy each nonland permanent with mana value equal to the number of charge counters on This Card.,9.61,2xm,2
6387,Reap the Seagraf,{2}{B},3.0,Create a 2/2 black Zombie creature token. Flashback {4}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.06,dka,0
6388,Vigilante Justice,{3}{R},4.0,Whenever a Human enters the battlefield under your control  This Card deals 1 damage to any target.,0.02,c20,1
6389,Jade Statue,{4},4.0,{2}: This Card becomes a 3/6 Golem artifact creature until end of combat. Activate only during combat.,0.23,9ed,2
6390,Run Out of Town,{3}{U},4.0,The owner of target nonland permanent puts it on the top or bottom of their library.,0.01,snc,0
6391,Nevinyrral's Disk,{4},4.0,This Card enters the battlefield tapped. {1}  {T}: Destroy all artifacts  creatures  and enchantments.,0.20,mh2,2
6392,Punchcard,_,0.0,_,0.09,takh,0
6393,Volatile Fjord,_,0.0,({T}: Add {U} or {R}.) This Card enters the battlefield tapped.,0.39,khm,0
6394,In the Web of War,{3}{R}{R},5.0,Whenever a creature enters the battlefield under your control  it gets +2/+0 and gains haste until end of turn.,2.42,bok,2
6395,Surveyor's Scope,{2},2.0,{T}  Exile This Card: Search your library for up to X basic land cards  where X is the number of players who control at least two more lands than you. Put those cards onto the battlefield  then shuffle.,0.60,cma,2
6396,Reins of Power,{2}{U}{U},4.0,Untap all creatures you control and all creatures target opponent controls. You and that opponent each gain control of all creatures the other controls until end of turn. Those creatures gain haste until end of turn.,0.28,clb,2
6397,Worms of the Earth,{2}{B}{B}{B},5.0,Players can't play lands. Lands can't enter the battlefield. At the beginning of each upkeep  any player may sacrifice two lands or have This Card deal 5 damage to that player. If a player does either  destroy This Card.,13.74,drk,2
6398,Parallel Evolution,{3}{G}{G},5.0,For each creature token on the battlefield  its controller creates a token that's a copy of that creature. Flashback {4}{G}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.),6.31,tor,2
6399,Reknit,{1}{G/W},2.0,Regenerate target permanent.,0.25,shm,1
