,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
6050,Marchesa's Emissary,{3}{U},4.0,Hexproof (This creature can't be the target of spells or abilities your opponents control.) Dethrone (Whenever this creature attacks the player with the most life or tied for most life  put a +1/+1 counter on it.),2.0,2.0,0.09,cns,0
6051,Battle Mammoth,{3}{G}{G},5.0,Trample Whenever a permanent you control becomes the target of a spell or ability an opponent controls  you may draw a card. Foretell {2}{G}{G} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),6.0,5.0,0.22,clb,3
6052,Willow Geist,{G},1.0,Trample Whenever one or more cards leave your graveyard  put a +1/+1 counter on This Card. When This Card dies  you gain life equal to its power.,1.0,1.0,0.24,mid,2
6053,Stormbreath Dragon,{3}{R}{R},5.0,Flying  haste  protection from white {5}{R}{R}: Monstrosity 3. (If this creature isn't monstrous  put three +1/+1 counters on it and it becomes monstrous.) When This Card becomes monstrous  it deals damage to each opponent equal to the number of cards in that player's hand.,4.0,4.0,2.47,ths,3
6054,Cerulean Wyvern,{4}{U},5.0,Flying  protection from green,3.0,3.0,0.29,mir,1
6055,Wirewood Herald,{1}{G},2.0,When This Card dies  you may search your library for an Elf card  reveal that card  put it into your hand  then shuffle.,1.0,1.0,1.80,evg,0
6056,Vedalken Blademaster,{2}{U},3.0,Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.),2.0,3.0,0.01,kld,0
6057,Mogis's Marauder,{2}{B},3.0,When This Card enters the battlefield  up to X target creatures each gain intimidate and haste until end of turn  where X is your devotion to black. (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it. Each {B} in the mana costs of permanents you control counts toward your devotion to black.),2.0,2.0,0.10,ths,1
6058,Ollenbock Escort,{W},1.0,Vigilance Sacrifice This Card: Target creature you control with a +1/+1 counter on it gains lifelink and indestructible until end of turn.,1.0,1.0,0.05,vow,1
6059,Isperia the Inscrutable,{1}{W}{W}{U}{U},5.0,Flying Whenever This Card deals combat damage to a player  choose a card name. That player reveals their hand. If a card with the chosen name is revealed this way  search your library for a creature card with flying  reveal it  put it into your hand  then shuffle.,3.0,6.0,0.26,dis,2
6060,Waterspout Weavers,{3}{U}{U},5.0,Kinship — At the beginning of your upkeep  you may look at the top card of your library. If it shares a creature type with This Card  you may reveal it. If you do  each creature you control gains flying until end of turn.,3.0,3.0,0.11,mor,1
6061,Wall of Forgotten Pharaohs,{2},2.0,Defender {T}: This Card deals 1 damage to target player or planeswalker. Activate only if you control a Desert or there is a Desert card in your graveyard.,0.0,4.0,0.04,hou,0
6062,Mold Shambler,{3}{G},4.0,Kicker {1}{G} (You may pay an additional {1}{G} as you cast this spell.) When This Card enters the battlefield  if it was kicked  destroy target noncreature permanent.,3.0,3.0,0.21,ddm,0
6063,Firemaw Kavu,{5}{R},6.0,Echo {5}{R} (At the beginning of your upkeep  if this came under your control since the beginning of your last upkeep  sacrifice it unless you pay its echo cost.) When This Card enters the battlefield  it deals 2 damage to target creature. When This Card leaves the battlefield  it deals 4 damage to target creature.,4.0,2.0,0.02,tsr,1
6064,Hana Kami,{G},1.0,{1}{G}  Sacrifice This Card: Return target Arcane card from your graveyard to your hand.,1.0,1.0,0.14,mma,0
6065,Master of Winds,{2}{U}{U},4.0,Flying When This Card enters the battlefield  draw two cards  then discard a card. Whenever you cast an instant  sorcery  or Wizard spell  you may have This Card's base power and toughness become 4/1 or 1/4 until end of turn.,1.0,4.0,0.06,znr,2
6066,Witch of the Moors,{3}{B}{B},5.0,Deathtouch At the beginning of your end step  if you gained life this turn  each opponent sacrifices a creature and you return up to one target creature card from your graveyard to your hand.,4.0,4.0,2.35,jmp,2
6067,Dire Fleet Interloper,{3}{B},4.0,Menace When This Card enters the battlefield  it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise  put a +1/+1 counter on this creature  then put the card back or put it into your graveyard.),2.0,2.0,0.02,xln,0
6068,Bloodbriar,{2}{G},3.0,Whenever you sacrifice another permanent  put a +1/+1 counter on This Card.,2.0,3.0,0.04,2xm,0
6069,Facet Reader,{1}{U},2.0,{1}  {T}: Draw a card  then discard a card.,1.0,2.0,0.01,iko,0
6070,Isareth the Awakener,{1}{B}{B},3.0,Deathtouch Whenever This Card attacks  you may pay {X}. When you do  return target creature card with mana value X from your graveyard to the battlefield with a corpse counter on it. If that creature would leave the battlefield  exile it instead of putting it anywhere else.,3.0,3.0,0.26,m19,2
6071,Grand Architect,{1}{U}{U},3.0,Other blue creatures you control get +1/+1. {U}: Target artifact creature becomes blue until end of turn. Tap an untapped blue creature you control: Add {C}{C}. Spend this mana only to cast artifact spells or activate abilities of artifacts.,1.0,3.0,1.01,2xm,2
6072,Brimstone Vandal,{2}{R},3.0,Menace (This creature can't be blocked except by two or more creatures.) If it's neither day nor night  it becomes day as This Card enters the battlefield. Whenever day becomes night or night becomes day  This Card deals 1 damage to each opponent.,2.0,3.0,0.01,mid,0
6073,Karplusan Hound,{3}{R},4.0,Whenever This Card attacks  if you control a Chandra planeswalker  this creature deals 2 damage to any target.,3.0,3.0,0.16,dom,1
6075,Phyrexian Walker,{0},0.0,_,0.0,3.0,2.37,vis,0
6076,Skeletal Snake,{1}{B},2.0,_,2.0,1.0,0.18,por,0
6077,Thistledown Liege,{1}{W/U}{W/U}{W/U},4.0,Flash Other white creatures you control get +1/+1. Other blue creatures you control get +1/+1.,1.0,3.0,0.20,2x2,2
6078,Palladium Myr,{3},3.0,{T}: Add {C}{C}.,2.0,2.0,0.36,m21,1
6079,Nullstone Gargoyle,{9},9.0,Flying Whenever the first noncreature spell of a turn is cast  counter that spell.,4.0,5.0,1.20,rav,2
6080,"Shu Yun, the Silent Tempest",{2}{U},3.0,Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.) Whenever you cast a noncreature spell  you may pay {R/W}{R/W}. If you do  target creature gains double strike until end of turn.,3.0,2.0,0.22,frf,2
6081,Seton's Scout,{1}{G},2.0,Reach (This creature can block creatures with flying.) Threshold — This Card gets +2/+2 as long as seven or more cards are in your graveyard.,2.0,1.0,0.27,tor,1
6082,Two-Headed Cerberus,{1}{R}{R},3.0,Double strike (This creature deals both first-strike and regular combat damage.),1.0,2.0,0.03,ths,0
6083,Marsh Threader,{1}{W},2.0,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),2.0,1.0,0.06,wwk,0
6084,Daghatar the Adamant,{3}{W},4.0,Vigilance This Card enters the battlefield with four +1/+1 counters on it. {1}{B/G}{B/G}: Move a +1/+1 counter from target creature onto a second target creature.,0.0,0.0,0.17,frf,2
6086,Goblin Razerunners,{2}{R}{R},4.0,{1}{R}  Sacrifice a land: Put a +1/+1 counter on This Card. At the beginning of your end step  you may have This Card deal damage equal to the number of +1/+1 counters on it to target player or planeswalker.,3.0,4.0,0.12,nec,2
6087,Fallow Wurm,{2}{G},3.0,When This Card enters the battlefield  sacrifice it unless you discard a land card.,4.0,4.0,0.24,wth,1
6088,Reverent Hunter,{2}{G},3.0,When This Card enters the battlefield  put a number of +1/+1 counters on it equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.),1.0,1.0,0.17,ths,2
6089,Ravenous Chupacabra,{2}{B}{B},4.0,When This Card enters the battlefield  destroy target creature an opponent controls.,2.0,2.0,0.27,clb,1
6090,Wanderlight Spirit,{2}{U},3.0,Flying This Card can block only creatures with flying.,2.0,3.0,0.01,vow,0
6091,Soratami Seer,{4}{U},5.0,Flying {4}  Return two lands you control to their owner's hand: Discard all the cards in your hand  then draw that many cards.,2.0,3.0,0.18,chk,1
6092,"Zirda, the Dawnwaker",{1}{R/W}{R/W},3.0,Companion — Each permanent card in your starting deck has an activated ability. (If this card is your chosen companion  you may put it into your hand from outside the game for {3} any time you could cast a sorcery.) Abilities you activate that aren't mana abilities cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana. {1}  {T}: Target creature can't block this turn.,3.0,3.0,0.93,iko,2
6093,Knight of Grace,{1}{W},2.0,First strike Hexproof from black (This creature can't be the target of black spells or abilities your opponents control.) This Card gets +1/+0 as long as any player controls a black permanent.,2.0,2.0,0.12,dom,1
6094,"Shirei, Shizo's Caretaker",{4}{B},5.0,Whenever a creature with power 1 or less is put into your graveyard from the battlefield  you may return that card to the battlefield at the beginning of the next end step if This Card is still on the battlefield.,2.0,2.0,0.44,uma,1
6095,Liliana's Standard Bearer,{2}{B},3.0,Flash When This Card enters the battlefield  draw X cards  where X is the number of creatures that died under your control this turn.,3.0,1.0,0.23,m21,2
6096,Goblin Soldier,_,0.0,_,1.0,1.0,0.21,tema,0
6097,Armorer Guildmage,{R},1.0,{B}  {T}: Target creature gets +1/+0 until end of turn. {G}  {T}: Target creature gets +0/+1 until end of turn.,1.0,1.0,0.11,mir,0
6098,Soul Collector,{3}{B}{B},5.0,Flying Whenever a creature dealt damage by This Card this turn dies  return that card to the battlefield under your control. Morph {B}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),3.0,4.0,0.41,tsb,5
6099,Renegade Krasis,{1}{G}{G},3.0,Evolve (Whenever a creature enters the battlefield under your control  if that creature has greater power or toughness than this creature  put a +1/+1 counter on this creature.) Whenever This Card evolves  put a +1/+1 counter on each other creature you control with a +1/+1 counter on it.,3.0,2.0,0.20,dgm,2
6100,Carrion Screecher,{3}{B},4.0,Flying,3.0,1.0,0.05,gn2,0
6101,Vermin Gorger,{1}{B},2.0,{T}  Sacrifice another creature: Each opponent loses 2 life and you gain 2 life.,2.0,2.0,0.02,mh2,0
6102,Kessig Wolf,{2}{R},3.0,{1}{R}: This Card gains first strike until end of turn.,3.0,1.0,0.06,isd,0
6103,"Kozilek, Butcher of Truth",{10},10.0,When you cast this spell  draw four cards. Annihilator 4 (Whenever this creature attacks  defending player sacrifices four permanents.) When This Card is put into a graveyard from anywhere  its owner shuffles their graveyard into their library.,12.0,12.0,25.41,2x2,3
6104,Kjeldoran Outrider,{1}{W},2.0,{W}: This Card gets +0/+1 until end of turn.,2.0,2.0,0.10,csp,0
6105,Chameleon Colossus,{2}{G}{G},4.0,Changeling (This card is every creature type.) Protection from black {2}{G}{G}: This Card gets +X/+X until end of turn  where X is its power.,4.0,4.0,0.22,afc,2
6106,Mogg War Marshal,{1}{R},2.0,Echo {1}{R} (At the beginning of your upkeep  if this came under your control since the beginning of your last upkeep  sacrifice it unless you pay its echo cost.) When This Card enters the battlefield or dies  create a 1/1 red Goblin creature token.,1.0,1.0,0.24,tsr,0
6107,Shinen of Life's Roar,{1}{G},2.0,All creatures able to block This Card do so. Channel — {2}{G}{G}  Discard This Card: All creatures able to block target creature this turn do so.,1.0,2.0,0.27,arc,0
6108,Clockwork Beetle,{1},1.0,This Card enters the battlefield with two +1/+1 counters on it. Whenever This Card attacks or blocks  remove a +1/+1 counter from it at end of combat.,0.0,0.0,0.09,mrd,0
6109,"Gwafa Hazid, Profiteer",{1}{W}{U},3.0,{W}{U}  {T}: Put a bribery counter on target creature you don't control. Its controller draws a card. Creatures with bribery counters on them can't attack or block.,2.0,2.0,0.44,bbd,2
6110,Patron of the Wild,{G},1.0,Morph {2}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When This Card is turned face up  target creature gets +3/+3 until end of turn.,1.0,1.0,0.10,lgn,0
6111,Yurlok of Scorch Thrash,{1}{B}{R}{G},4.0,Vigilance A player losing unspent mana causes that player to lose that much life. {1}  {T}: Each player adds {B}{R}{G}.,4.0,4.0,0.15,cmr,2
6112,Unyaro Bees,{G}{G}{G},3.0,Flying {G}: This Card gets +1/+1 until end of turn. {3}{G}  Sacrifice This Card: It deals 2 damage to any target.,0.0,1.0,0.25,tsp,2
6113,Kami of Transience,{1}{G},2.0,Trample Whenever you cast an enchantment spell  put a +1/+1 counter on This Card. At the beginning of each end step  if an enchantment was put into your graveyard from the battlefield this turn  you may return This Card from your graveyard to your hand.,2.0,2.0,0.21,neo,2
6114,Creepy Puppeteer,{3}{R},4.0,Haste Whenever This Card attacks  if you attacked with exactly one other creature this combat  you may have that creature's base power and toughness become 4/3 until end of turn.,4.0,3.0,0.08,vow,2
6115,Serum Raker,{2}{U}{U},4.0,Flying When This Card dies  each player discards a card.,3.0,2.0,0.08,mbs,0
6116,Latchkey Faerie,{3}{U},4.0,Flying Prowl {2}{U} (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Faerie or Rogue.) When This Card enters the battlefield  if its prowl cost was paid  draw a card.,3.0,1.0,0.06,znc,0
6117,Nosy Goblin,{2}{R},3.0,{T}  Sacrifice This Card: Destroy target face-down creature.,2.0,1.0,0.08,ons,0
6118,Fathom Fleet Captain,{1}{B},2.0,Menace Whenever This Card attacks  if you control another nontoken Pirate  you may pay {2}. If you do  create a 2/2 black Pirate creature token with menace.,2.0,1.0,0.39,xln,2
6119,Kalonian Hydra,{3}{G}{G},5.0,Trample This Card enters the battlefield with four +1/+1 counters on it. Whenever This Card attacks  double the number of +1/+1 counters on each creature you control.,0.0,0.0,14.18,cm2,3
6120,Belligerent Hatchling,{3}{R/W},4.0,First strike This Card enters the battlefield with four -1/-1 counters on it. Whenever you cast a red spell  remove a -1/-1 counter from This Card. Whenever you cast a white spell  remove a -1/-1 counter from This Card.,6.0,6.0,0.15,eve,1
6121,Hound of the Farbogs,{4}{B},5.0,Delirium — This Card has menace as long as there are four or more card types among cards in your graveyard. (A creature with menace can't be blocked except by two or more creatures.),5.0,3.0,0.02,soi,0
6122,Ouphe Vandals,{2}{G},3.0,{G}  Sacrifice This Card: Counter target activated ability from an artifact source and destroy that artifact if it's on the battlefield. (Mana abilities can't be targeted.),2.0,2.0,0.10,5dn,1
6123,Mistform Ultimus,{3}{U},4.0,This Card is every creature type (even if this card isn't on the battlefield).,3.0,3.0,0.23,tsb,5
6124,Moaning Wall,{2}{B},3.0,Defender Cycling {2} ({2}  Discard this card: Draw a card.),0.0,5.0,0.04,hou,0
6125,Defiant Bloodlord,{5}{B}{B},7.0,Flying Whenever you gain life  target opponent loses that much life.,4.0,5.0,0.28,c21,2
6127,Biophagus,{1}{G},2.0,Genomic Enhancement — {T}: Add one mana of any color. If this mana is spent to cast a creature spell  that creature enters the battlefield with an additional +1/+1 counter on it.,1.0,3.0,7.14,40k,2
6128,Leonin Battlemage,{3}{W},4.0,{T}: Target creature gets +1/+1 until end of turn. Whenever you cast a spell  you may untap This Card.,2.0,3.0,0.14,dst,1
6129,Daggersail Aeronaut,{3}{R},4.0,As long as it's your turn  This Card has flying.,3.0,2.0,0.02,m20,0
6130,Spectrum Sentinel,{1},1.0,Protection from multicolored (This creature can't be blocked  targeted  dealt damage  enchanted  or equipped by anything multicolored.) Whenever a nonbasic land enters the battlefield under an opponent's control  you gain 1 life.,1.0,2.0,0.13,bro,1
6131,Rainbow Efreet,{3}{U},4.0,Flying {U}{U}: This Card phases out. (While it's phased out  it's treated as though it doesn't exist. It phases in before you untap during your next untap step.),3.0,1.0,2.23,vis,2
6132,Driver of the Dead,{3}{B},4.0,When This Card dies  return target creature card with mana value 2 or less from your graveyard to the battlefield.,3.0,2.0,0.06,2xm,0
6133,"Vilis, Broker of Blood",{5}{B}{B}{B},8.0,Flying {B}  Pay 2 life: Target creature gets -1/-1 until end of turn. Whenever you lose life  draw that many cards. (Damage causes loss of life.),8.0,8.0,7.78,m20,2
6134,Pugnacious Pugilist,{3}{R}{R},5.0,"Whenever This Card attacks  create a tapped and attacking 1/1 red Devil creature token with ""When this creature dies  it deals 1 damage to any target."" Blitz {3}{R} (If you cast this spell for its blitz cost  it gains haste and ""When this creature dies  draw a card."" Sacrifice it at the beginning of the next end step.)",4.0,4.0,0.05,snc,1
6135,Wandermare,{1}{G}{W},3.0,Whenever you cast a creature spell that has an Adventure  put a +1/+1 counter on This Card. (It doesn't need to have gone on the adventure first.),3.0,3.0,0.05,eld,1
6136,Ward Sliver,{4}{W},5.0,As This Card enters the battlefield  choose a color. All Slivers have protection from the chosen color.,2.0,2.0,1.67,lgn,1
6137,Weaponcraft Enthusiast,{2}{B},3.0,Fabricate 2 (When this creature enters the battlefield  put two +1/+1 counters on it or create two 1/1 colorless Servo artifact creature tokens.),0.0,1.0,0.23,kld,1
6138,Bogstomper,{4}{B}{B},6.0,_,6.0,5.0,0.38,m20,0
6139,Goblin Flectomancer,{U}{R}{R},3.0,Sacrifice This Card: You may change the targets of target instant or sorcery spell.,2.0,2.0,0.22,gpt,1
6140,Altered Ego,{X}{2}{G}{U},4.0,This spell can't be countered. You may have This Card enter the battlefield as a copy of any creature on the battlefield  except it enters with X additional +1/+1 counters on it.,0.0,0.0,1.14,soi,2
6141,Willbreaker,{3}{U}{U},5.0,Whenever a creature an opponent controls becomes the target of a spell or ability you control  gain control of that creature for as long as you control This Card.,2.0,3.0,1.78,ori,2
6142,Kill-Zone Acrobat,{2}{B},3.0,Whenever This Card attacks  you may sacrifice another creature or artifact. If you do  This Card gains flying until end of turn.,3.0,2.0,0.09,bro,0
6143,Scuttling Sliver,{2}{U},3.0,"Sliver creatures you control have ""{2}: Untap this creature.""",2.0,2.0,0.14,mh1,1
6144,Lightning Skelemental,{B}{R}{R},3.0,Trample  haste Whenever This Card deals combat damage to a player  that player discards two cards. At the beginning of the end step  sacrifice This Card.,6.0,1.0,1.52,mh1,2
6145,Ballynock Cohort,{2}{W},3.0,First strike This Card gets +1/+1 as long as you control another white creature.,2.0,2.0,0.05,ema,0
6146,Igneous Golem,{5},5.0,{2}: This Card gains trample until end of turn.,3.0,4.0,0.16,mir,1
6147,Living Lore,{3}{U},4.0,As This Card enters the battlefield  exile an instant or sorcery card from your graveyard. This Card's power and toughness are each equal to the exiled card's mana value. Whenever This Card deals combat damage  you may sacrifice it. If you do  you may cast the exiled card without paying its mana cost.,4.0,4.0,0.01,c21,1
6148,Stonebound Mentor,{1}{R}{W},3.0,Whenever one or more cards leave your graveyard  scry 1.,3.0,3.0,0.03,stx,0
6149,"Oji, the Exquisite Blade",{2}{W}{U},4.0,When This Card enters the battlefield  you gain 2 life and scry 2. Whenever you cast your second spell each turn  exile up to one target creature you control  then return it to the battlefield under its owner's control.,2.0,3.0,0.11,clb,1
6150,"Jor Kadeen, the Prevailer",{3}{R}{W},5.0,First strike Metalcraft — Creatures you control get +3/+0 as long as you control three or more artifacts.,5.0,4.0,0.18,c21,2
6151,Hissing Iguanar,{2}{R},3.0,Whenever another creature dies  you may have This Card deal 1 damage to target player or planeswalker.,3.0,1.0,0.03,2x2,0
6152,Cavalier of Dawn,{2}{W}{W}{W},5.0,Vigilance When This Card enters the battlefield  destroy up to one target nonland permanent. Its controller creates a 3/3 colorless Golem artifact creature token. When This Card dies  return target artifact or enchantment card from your graveyard to your hand.,4.0,6.0,3.20,m20,3
6153,"Ardenn, Intrepid Archaeologist",{2}{W},3.0,At the beginning of combat on your turn  you may attach any number of Auras and Equipment you control to target permanent or player. Partner (You can have two commanders if both have partner.),2.0,2.0,0.27,cmr,1
6154,Guard Gomazoa,{2}{U},3.0,Defender  flying Prevent all combat damage that would be dealt to This Card.,1.0,3.0,0.29,pca,1
6156,Earthshaker Khenra,_,0.0,Haste When This Card enters the battlefield  target creature with power less than or equal to This Card's power can't block this turn.,4.0,4.0,0.20,thou,0
6157,Bloodpyre Elemental,{4}{R},5.0,Sacrifice This Card: It deals 4 damage to target creature. Activate only as a sorcery.,4.0,1.0,0.03,ala,0
6158,Smelt-Ward Gatekeepers,{3}{R},4.0,When This Card enters the battlefield  if you control two or more Gates  gain control of target creature an opponent controls until end of turn. Untap that creature. It gains haste until end of turn.,2.0,4.0,0.04,dgm,0
6159,Surrak Dragonclaw,{2}{G}{U}{R},5.0,Flash This spell can't be countered. Creature spells you control can't be countered. Other creatures you control have trample.,6.0,6.0,0.97,dmc,3
6160,Lightning Mare,{R}{R},2.0,This spell can't be countered. This Card can't be blocked by blue creatures. {1}{R}: This Card gets +1/+0 until end of turn.,3.0,1.0,0.06,m19,1
6161,Boros Elite,{W},1.0,Battalion — Whenever This Card and at least two other creatures attack  This Card gets +2/+2 until end of turn.,1.0,1.0,0.16,gtc,1
6162,Shifting Wall,{X},0.0,Defender (This creature can't attack.) This Card enters the battlefield with X +1/+1 counters on it.,0.0,0.0,0.51,sth,1
6163,Hanweir Garrison,{2}{R},3.0,Whenever This Card attacks  create two 1/1 red Human creature tokens that are tapped and attacking. (Melds with Hanweir Battlements.),2.0,3.0,2.73,emn,2
6164,Tallyman of Nurgle,{2}{B},3.0,Lifelink The Seven-fold Chant — At the beginning of your end step  if a creature died this turn  you draw a card and you lose 1 life. If seven or more creatures died this turn  instead you draw seven cards and you lose 7 life.,2.0,3.0,1.07,40k,2
6166,Soulblade Renewer,{4}{G},5.0,Partner with Soulblade Corrupter (When this creature enters the battlefield  target player may put Soulblade Corrupter into their hand from their library  then shuffle.) When This Card enters the battlefield  support 2. (Put a +1/+1 counter on each of up to two other target creatures.),2.0,2.0,0.08,bbd,1
6167,Etched Champion,{3},3.0,Metalcraft — This Card has protection from all colors as long as you control three or more artifacts.,2.0,2.0,2.23,mm2,2
6168,Moon-Circuit Hacker,{1}{U},2.0,Ninjutsu {U} ({U}  Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever This Card deals combat damage to a player  you may draw a card. If you do  discard a card unless This Card entered the battlefield this turn.,2.0,1.0,0.08,neo,0
6169,Merchant's Dockhand,{1},1.0,{3}{U}  {T}  Tap X untapped artifacts you control: Look at the top X cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,1.0,2.0,0.07,aer,2
6170,Zombie,_,0.0,_,2.0,2.0,0.20,tbng,0
6171,Balshan Collaborator,{3}{U},4.0,Flying {B}: This Card gets +1/+1 until end of turn.,2.0,2.0,0.12,tor,1
6172,Caldera Kavu,{2}{R},3.0,{1}{B}: This Card gets +1/+1 until end of turn. {G}: This Card becomes the color of your choice until end of turn.,2.0,2.0,0.09,pls,0
6173,Fleshpulper Giant,{5}{R}{R},7.0,When This Card enters the battlefield  you may destroy target creature with toughness 2 or less.,4.0,4.0,0.07,m14,1
6174,Earth Servant,{5}{R},6.0,This Card gets +0/+1 for each Mountain you control.,4.0,4.0,0.04,ddi,1
6175,Replication Specialist,{4}{U},5.0,Flying Whenever a nontoken artifact enters the battlefield under your control  you may pay {1}{U}. If you do  create a token that's a copy of that artifact.,3.0,4.0,0.05,neo,1
6176,Mold Demon,{5}{B}{B},7.0,When This Card enters the battlefield  sacrifice it unless you sacrifice two Swamps.,6.0,6.0,32.63,leg,2
6177,Gravewaker,{4}{B}{B},6.0,Flying (This creature can't be blocked except by creatures with flying or reach.) {5}{B}{B}: Return target creature card from your graveyard to the battlefield tapped.,5.0,5.0,0.09,jmp,2
6178,Mine Layer,{3}{R},4.0,{1}{R}  {T}: Put a mine counter on target land. Whenever a land with a mine counter on it becomes tapped  destroy it. When This Card leaves the battlefield  remove all mine counters from all lands.,1.0,1.0,4.63,ody,2
6179,Dryad Sophisticate,{1}{G},2.0,Nonbasic landwalk (This creature can't be blocked as long as defending player controls a nonbasic land.),2.0,1.0,0.19,gpt,1
6180,Stone Golem,{5},5.0,_,4.0,4.0,0.01,m20,0
6181,Perplexing Chimera,{4}{U},5.0,Whenever an opponent casts a spell  you may exchange control of This Card and that spell. If you do  you may choose new targets for the spell. (If the spell becomes a permanent  you control that permanent.),3.0,3.0,0.57,bng,2
6182,Selfless Squire,{3}{W},4.0,Flash When This Card enters the battlefield  prevent all damage that would be dealt to you this turn. Whenever damage that would be dealt to you is prevented  put that many +1/+1 counters on This Card.,1.0,1.0,0.41,c21,2
6183,Ruination Wurm,{4}{R}{G},6.0,_,7.0,6.0,0.06,gtc,0
6184,Oraxid,{3}{U},4.0,Protection from red,2.0,3.0,0.11,nem,0
6185,Wall of Vapor,{3}{U},4.0,Defender (This creature can't attack.) Prevent all damage that would be dealt to This Card by creatures it's blocking.,0.0,1.0,0.11,chr,0
6186,Knight of the White Orchid,{W}{W},2.0,First strike When This Card enters the battlefield  if an opponent controls more lands than you  you may search your library for a Plains card  put it onto the battlefield  then shuffle.,2.0,2.0,0.43,voc,2
6187,Oriq Loremage,{2}{B}{B},4.0,{T}: Search your library for a card  put it into your graveyard  then shuffle. If it's an instant or sorcery card  put a +1/+1 counter on This Card.,3.0,3.0,0.36,stx,2
6188,Jwari Scuttler,{2}{U},3.0,_,2.0,3.0,0.09,roe,0
6189,Gods' Hall Guardian,{5}{W},6.0,Vigilance Foretell {3}{W} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),3.0,6.0,0.01,khm,0
6190,Breaching Leviathan,{7}{U}{U},9.0,When This Card enters the battlefield  if you cast it from your hand  tap all nonblue creatures. Those creatures don't untap during their controllers' next untap steps.,9.0,9.0,5.16,c14,2
6191,Horror,_,0.0,_,4.0,4.0,0.21,tc14,0
6192,Farfinder,{3},3.0,Vigilance When This Card enters the battlefield  you may search your library for a basic land card  reveal it  put it into your hand  then shuffle.,1.0,1.0,0.03,iko,0
6193,Ember Hauler,{R}{R},2.0,{1}  Sacrifice This Card: It deals 2 damage to any target.,2.0,2.0,0.04,m20,1
6194,Aven Warhawk,{4}{W},5.0,Amplify 1 (As this creature enters the battlefield  put a +1/+1 counter on it for each Bird and/or Soldier card you reveal in your hand.) Flying,2.0,2.0,0.12,lgn,1
6195,Servant of the Scale,{G},1.0,This Card enters the battlefield with a +1/+1 counter on it. When This Card dies  put X +1/+1 counters on target creature you control  where X is the number of +1/+1 counters on This Card.,0.0,0.0,0.11,dtk,0
6196,Bile Urchin,{B},1.0,Sacrifice This Card: Target player loses 1 life.,1.0,1.0,0.13,bok,0
6197,Bringer of the Blue Dawn,{7}{U}{U},9.0,You may pay {W}{U}{B}{R}{G} rather than pay this spell's mana cost. Trample At the beginning of your upkeep  you may draw two cards.,5.0,5.0,7.28,5dn,2
6198,Dire Fleet Hoarder,{1}{B},2.0,"When This Card dies  create a Treasure token. (It's an artifact with ""{T}  Sacrifice this artifact: Add one mana of any color."")",2.0,1.0,0.10,2xm,0
6199,Prismwake Merrow,{2}{U},3.0,Flash When This Card enters the battlefield  target permanent becomes the color or colors of your choice until end of turn.,2.0,1.0,0.12,shm,0
6200,Scavenger Drake,{3}{B},4.0,Flying Whenever another creature dies  you may put a +1/+1 counter on This Card.,1.0,1.0,0.10,mm2,1
6201,Academy Loremaster,{U}{U},2.0,At the beginning of each player's draw step  that player may draw an additional card. If they do  spells they cast this turn cost {2} more to cast.,2.0,3.0,0.20,dmu,2
6202,Belligerent Sliver,{2}{R},3.0,Sliver creatures you control have menace. (They can't be blocked except by two or more creatures.),2.0,2.0,0.30,m15,1
6203,Sliver Construct,{3},3.0,_,2.0,2.0,0.24,m14,0
6204,Pride of the Clouds,{W}{U},2.0,Flying This Card gets +1/+1 for each other creature with flying on the battlefield. Forecast — {2}{W}{U}  Reveal This Card from your hand: Create a 1/1 white and blue Bird creature token with flying. (Activate only during your upkeep and only once each turn.),1.0,1.0,4.02,dis,2
6205,"Firja, Judge of Valor",{2}{W}{B}{B},5.0,Flying  lifelink Whenever you cast your second spell each turn  look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.,2.0,4.0,0.09,khm,1
6206,Phyrexian Broodlings,{1}{B}{B},3.0,{1}  Sacrifice a creature: Put a +1/+1 counter on This Card.,2.0,2.0,0.07,jmp,0
6207,"Tatyova, Steward of Tides",{G}{G}{U},3.0,Land creatures you control have flying. Whenever a land enters the battlefield under your control  if you control seven or more lands  up to one target land you control becomes a 3/3 Elemental creature with haste. It's still a land.,3.0,3.0,0.08,dmu,1
6208,Fate Unraveler,{3}{B},4.0,Whenever an opponent draws a card  This Card deals 1 damage to that player.,3.0,4.0,1.27,c15,2
